2023-06-28 20:05:10,159 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230628_200510
2023-06-28 20:05:10,500 | train | INFO | Load data, train:28000 val:6000
2023-06-28 20:05:11,489 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-06-28 20:05:11,499 | train | INFO | --Train 0/5
2023-06-28 20:05:23,693 | train | INFO | batch: 0/3500 loss: 0.6927549839019775
2023-06-28 20:05:59,999 | train | INFO | batch: 100/3500 loss: 0.2292187660932541
2023-06-28 20:06:36,015 | train | INFO | batch: 200/3500 loss: 0.09141252934932709
2023-06-28 20:07:12,150 | train | INFO | batch: 300/3500 loss: 0.44716954231262207
2023-06-28 20:07:48,237 | train | INFO | batch: 400/3500 loss: 0.20669782161712646
2023-06-28 20:08:22,673 | train | INFO | batch: 500/3500 loss: 0.30090177059173584
2023-06-28 20:08:56,023 | train | INFO | batch: 600/3500 loss: 0.2473248839378357
2023-06-28 20:09:32,476 | train | INFO | batch: 700/3500 loss: 0.02364293299615383
2023-06-28 20:10:08,344 | train | INFO | batch: 800/3500 loss: 0.584801435470581
2023-06-28 20:10:44,108 | train | INFO | batch: 900/3500 loss: 0.059798307716846466
2023-06-28 20:11:21,432 | train | INFO | batch: 1000/3500 loss: 0.3618067800998688
2023-06-28 20:11:58,684 | train | INFO | batch: 1100/3500 loss: 0.3165937066078186
2023-06-28 20:12:34,814 | train | INFO | batch: 1200/3500 loss: 0.039162226021289825
2023-06-28 20:13:12,477 | train | INFO | batch: 1300/3500 loss: 0.03345698118209839
2023-06-28 20:13:49,000 | train | INFO | batch: 1400/3500 loss: 0.0034491359256207943
2023-06-28 20:14:26,578 | train | INFO | batch: 1500/3500 loss: 0.4925251603126526
2023-06-28 20:15:03,298 | train | INFO | batch: 1600/3500 loss: 0.08714482933282852
2023-06-28 20:15:40,898 | train | INFO | batch: 1700/3500 loss: 0.02421003393828869
2023-06-28 20:16:17,034 | train | INFO | batch: 1800/3500 loss: 0.21029379963874817
2023-06-28 20:16:53,753 | train | INFO | batch: 1900/3500 loss: 0.39179810881614685
2023-06-28 20:17:30,240 | train | INFO | batch: 2000/3500 loss: 0.6764124035835266
2023-06-28 20:18:06,957 | train | INFO | batch: 2100/3500 loss: 0.014883865602314472
2023-06-28 20:18:44,103 | train | INFO | batch: 2200/3500 loss: 0.02142421156167984
2023-06-28 20:19:19,927 | train | INFO | batch: 2300/3500 loss: 0.2647881507873535
2023-06-28 20:19:57,076 | train | INFO | batch: 2400/3500 loss: 0.026478001847863197
2023-06-28 20:20:33,807 | train | INFO | batch: 2500/3500 loss: 0.48258277773857117
2023-06-28 20:21:11,327 | train | INFO | batch: 2600/3500 loss: 0.17945663630962372
2023-06-28 20:21:47,744 | train | INFO | batch: 2700/3500 loss: 0.238526850938797
2023-06-28 20:22:25,760 | train | INFO | batch: 2800/3500 loss: 0.010915410704910755
2023-06-28 20:23:01,830 | train | INFO | batch: 2900/3500 loss: 0.020279405638575554
2023-06-28 20:23:38,970 | train | INFO | batch: 3000/3500 loss: 0.0010005033109337091
2023-06-28 20:24:16,199 | train | INFO | batch: 3100/3500 loss: 0.027574706822633743
2023-06-28 20:24:51,739 | train | INFO | batch: 3200/3500 loss: 0.1080431416630745
2023-06-28 20:25:27,757 | train | INFO | batch: 3300/3500 loss: 0.24659070372581482
2023-06-28 20:26:04,676 | train | INFO | batch: 3400/3500 loss: 0.00745571032166481
2023-06-28 20:26:42,892 | train | INFO | --Val 0/5
2023-06-28 20:26:51,193 | train | INFO | batch: 0/750 loss: 0.0013988800346851349
2023-06-28 20:27:05,536 | train | INFO | batch: 100/750 loss: 0.06667393445968628
2023-06-28 20:27:19,761 | train | INFO | batch: 200/750 loss: 0.005893545225262642
2023-06-28 20:27:34,518 | train | INFO | batch: 300/750 loss: 0.011248203925788403
2023-06-28 20:27:48,497 | train | INFO | batch: 400/750 loss: 0.0007924414239823818
2023-06-28 20:28:03,212 | train | INFO | batch: 500/750 loss: 0.000855063262861222
2023-06-28 20:28:17,730 | train | INFO | batch: 600/750 loss: 0.000756326480768621
2023-06-28 20:28:31,840 | train | INFO | batch: 700/750 loss: 0.030072104185819626
2023-06-28 20:28:39,842 | train | INFO | Write row 0
2023-06-28 20:28:41,225 | train | INFO | Early stopper, counter 0/10, best:0.986 -> now:0.986
2023-06-28 20:28:41,225 | train | INFO | Set counter as 0
2023-06-28 20:28:41,225 | train | INFO | Update best score as 0.986
2023-06-28 20:28:41,842 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230628_200510\model.pt
2023-06-28 20:28:41,842 | train | INFO | --Train 1/5
2023-06-28 20:28:50,420 | train | INFO | batch: 0/3500 loss: 0.014818312600255013
2023-06-28 20:29:26,879 | train | INFO | batch: 100/3500 loss: 0.043768856674432755
2023-06-28 20:30:03,119 | train | INFO | batch: 200/3500 loss: 0.017693210393190384
2023-06-28 20:30:40,090 | train | INFO | batch: 300/3500 loss: 0.0017798335757106543
2023-06-28 20:31:15,756 | train | INFO | batch: 400/3500 loss: 0.00015470857033506036
2023-06-28 20:31:53,257 | train | INFO | batch: 500/3500 loss: 0.0037816138938069344
2023-06-28 20:32:30,866 | train | INFO | batch: 600/3500 loss: 0.0035895206965506077
2023-06-28 20:33:07,551 | train | INFO | batch: 700/3500 loss: 0.0011525813024491072
2023-06-28 20:33:45,153 | train | INFO | batch: 800/3500 loss: 0.0011089115869253874
2023-06-28 20:34:21,904 | train | INFO | batch: 900/3500 loss: 0.008055232465267181
2023-06-28 20:34:58,660 | train | INFO | batch: 1000/3500 loss: 0.028592657297849655
2023-06-28 20:35:35,136 | train | INFO | batch: 1100/3500 loss: 0.004591071978211403
2023-06-28 20:36:12,365 | train | INFO | batch: 1200/3500 loss: 0.48634764552116394
2023-06-28 20:36:49,424 | train | INFO | batch: 1300/3500 loss: 0.0012450440553948283
2023-06-28 20:37:27,803 | train | INFO | batch: 1400/3500 loss: 0.01664896495640278
2023-06-28 20:38:05,180 | train | INFO | batch: 1500/3500 loss: 0.015821080654859543
2023-06-28 20:38:42,872 | train | INFO | batch: 1600/3500 loss: 0.0075672585517168045
2023-06-28 20:39:19,569 | train | INFO | batch: 1700/3500 loss: 0.0009765197755768895
2023-06-28 20:39:57,167 | train | INFO | batch: 1800/3500 loss: 0.006724802311509848
2023-06-28 20:40:34,381 | train | INFO | batch: 1900/3500 loss: 0.008284896612167358
2023-06-28 20:41:13,303 | train | INFO | batch: 2000/3500 loss: 0.00436779111623764
2023-06-28 20:41:50,144 | train | INFO | batch: 2100/3500 loss: 0.009070071391761303
2023-06-28 20:42:27,545 | train | INFO | batch: 2200/3500 loss: 0.010879730805754662
2023-06-28 20:43:05,627 | train | INFO | batch: 2300/3500 loss: 0.015870992094278336
2023-06-28 20:43:43,695 | train | INFO | batch: 2400/3500 loss: 0.00523183261975646
2023-06-28 20:44:21,602 | train | INFO | batch: 2500/3500 loss: 0.015079976059496403
2023-06-28 20:44:58,948 | train | INFO | batch: 2600/3500 loss: 0.02526424452662468
2023-06-28 20:45:37,633 | train | INFO | batch: 2700/3500 loss: 0.0046392446383833885
2023-06-28 20:46:15,406 | train | INFO | batch: 2800/3500 loss: 0.0016303961165249348
2023-06-28 20:46:52,710 | train | INFO | batch: 2900/3500 loss: 0.4099176526069641
2023-06-28 20:47:30,253 | train | INFO | batch: 3000/3500 loss: 0.08854342997074127
2023-06-28 20:48:06,874 | train | INFO | batch: 3100/3500 loss: 0.0004846104420721531
2023-06-28 20:48:43,383 | train | INFO | batch: 3200/3500 loss: 0.0011987469624727964
2023-06-28 20:49:20,600 | train | INFO | batch: 3300/3500 loss: 0.05214583873748779
2023-06-28 20:49:57,944 | train | INFO | batch: 3400/3500 loss: 0.2693789601325989
2023-06-28 20:50:34,972 | train | INFO | --Val 1/5
2023-06-28 20:50:43,161 | train | INFO | batch: 0/750 loss: 0.007871113717556
2023-06-28 20:50:57,258 | train | INFO | batch: 100/750 loss: 0.0001975126360775903
2023-06-28 20:51:11,386 | train | INFO | batch: 200/750 loss: 0.009328480809926987
2023-06-28 20:51:26,317 | train | INFO | batch: 300/750 loss: 0.11381951719522476
2023-06-28 20:51:40,369 | train | INFO | batch: 400/750 loss: 0.000741931376978755
2023-06-28 20:51:55,057 | train | INFO | batch: 500/750 loss: 0.0017986905295401812
2023-06-28 20:52:09,285 | train | INFO | batch: 600/750 loss: 0.0009920676238834858
2023-06-28 20:52:23,386 | train | INFO | batch: 700/750 loss: 0.013814848847687244
2023-06-28 20:52:31,636 | train | INFO | Write row 1
2023-06-28 20:52:32,979 | train | INFO | Early stopper, counter 0/10, best:0.996 -> now:0.996
2023-06-28 20:52:32,979 | train | INFO | Set counter as 0
2023-06-28 20:52:32,979 | train | INFO | Update best score as 0.996
2023-06-28 20:52:33,604 | train | INFO | Recorder, epoch 1 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230628_200510\model.pt
2023-06-28 20:52:33,604 | train | INFO | --Train 2/5
2023-06-28 20:52:42,009 | train | INFO | batch: 0/3500 loss: 0.0008868848672136664
2023-06-28 20:53:18,543 | train | INFO | batch: 100/3500 loss: 0.023105913773179054
2023-06-28 20:53:55,481 | train | INFO | batch: 200/3500 loss: 0.00034964733640663326
2023-06-28 20:54:33,208 | train | INFO | batch: 300/3500 loss: 0.0005762326763942838
2023-06-28 20:55:08,816 | train | INFO | batch: 400/3500 loss: 0.0016204509884119034
2023-06-28 20:55:45,738 | train | INFO | batch: 500/3500 loss: 0.0013947216793894768
2023-06-28 20:56:22,254 | train | INFO | batch: 600/3500 loss: 0.004838249180465937
2023-06-28 20:57:00,107 | train | INFO | batch: 700/3500 loss: 0.0026336251758038998
2023-06-28 20:57:36,787 | train | INFO | batch: 800/3500 loss: 0.056471798568964005
2023-06-28 20:58:13,376 | train | INFO | batch: 900/3500 loss: 0.00591268390417099
2023-06-28 20:58:50,706 | train | INFO | batch: 1000/3500 loss: 0.11595281958580017
2023-06-28 20:59:27,656 | train | INFO | batch: 1100/3500 loss: 9.497523569734767e-05
2023-06-28 21:00:05,114 | train | INFO | batch: 1200/3500 loss: 0.20556069910526276
2023-06-28 21:00:43,632 | train | INFO | batch: 1300/3500 loss: 0.0007439074106514454
2023-06-28 21:01:21,114 | train | INFO | batch: 1400/3500 loss: 0.028220292180776596
2023-06-28 21:01:57,871 | train | INFO | batch: 1500/3500 loss: 0.000650086731184274
2023-06-28 21:02:34,063 | train | INFO | batch: 1600/3500 loss: 0.015638472512364388
2023-06-28 21:03:11,847 | train | INFO | batch: 1700/3500 loss: 0.0008919835090637207
2023-06-28 21:03:50,486 | train | INFO | batch: 1800/3500 loss: 0.0002990509383380413
2023-06-28 21:04:27,808 | train | INFO | batch: 1900/3500 loss: 0.0004388572124298662
2023-06-28 21:05:05,828 | train | INFO | batch: 2000/3500 loss: 0.0002566595212556422
2023-06-28 21:05:43,931 | train | INFO | batch: 2100/3500 loss: 0.024893037974834442
2023-06-28 21:06:23,575 | train | INFO | batch: 2200/3500 loss: 0.2061767727136612
2023-06-28 21:07:00,808 | train | INFO | batch: 2300/3500 loss: 0.023360511288046837
2023-06-28 21:07:38,230 | train | INFO | batch: 2400/3500 loss: 0.0010660365223884583
2023-06-28 21:08:15,175 | train | INFO | batch: 2500/3500 loss: 0.04441002756357193
2023-06-28 21:08:50,156 | train | INFO | batch: 2600/3500 loss: 0.2351658046245575
2023-06-28 21:09:27,751 | train | INFO | batch: 2700/3500 loss: 0.0002535665698815137
2023-06-28 21:10:05,396 | train | INFO | batch: 2800/3500 loss: 0.2861681580543518
2023-06-28 21:10:43,309 | train | INFO | batch: 2900/3500 loss: 0.0011922870762646198
2023-06-28 21:11:22,133 | train | INFO | batch: 3000/3500 loss: 0.042810384184122086
2023-06-28 21:11:57,637 | train | INFO | batch: 3100/3500 loss: 0.03864238038659096
2023-06-28 21:12:36,702 | train | INFO | batch: 3200/3500 loss: 0.09239380061626434
2023-06-28 21:13:13,723 | train | INFO | batch: 3300/3500 loss: 0.0035158880054950714
2023-06-28 21:13:50,955 | train | INFO | batch: 3400/3500 loss: 0.004590168595314026
2023-06-28 21:14:28,133 | train | INFO | --Val 2/5
2023-06-28 21:14:36,344 | train | INFO | batch: 0/750 loss: 0.0009376979433000088
2023-06-28 21:14:50,678 | train | INFO | batch: 100/750 loss: 0.0006825564778409898
2023-06-28 21:15:05,083 | train | INFO | batch: 200/750 loss: 0.00015429523773491383
2023-06-28 21:15:20,137 | train | INFO | batch: 300/750 loss: 0.0008334562880918384
2023-06-28 21:15:34,663 | train | INFO | batch: 400/750 loss: 0.0016688694013282657
2023-06-28 21:15:49,470 | train | INFO | batch: 500/750 loss: 0.00365428370423615
2023-06-28 21:16:03,911 | train | INFO | batch: 600/750 loss: 0.0015294320182874799
2023-06-28 21:16:18,168 | train | INFO | batch: 700/750 loss: 0.001651648199185729
2023-06-28 21:16:26,594 | train | INFO | Write row 2
2023-06-28 21:16:27,985 | train | INFO | Early stopper, counter 0/10, best:0.9966666666666667 -> now:0.9966666666666667
2023-06-28 21:16:27,985 | train | INFO | Set counter as 0
2023-06-28 21:16:27,985 | train | INFO | Update best score as 0.9966666666666667
2023-06-28 21:16:28,610 | train | INFO | Recorder, epoch 2 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230628_200510\model.pt
2023-06-28 21:16:28,610 | train | INFO | --Train 3/5
2023-06-28 21:16:37,167 | train | INFO | batch: 0/3500 loss: 0.0052527571097016335
2023-06-28 21:17:14,987 | train | INFO | batch: 100/3500 loss: 0.0002700266195461154
2023-06-28 21:17:53,112 | train | INFO | batch: 200/3500 loss: 0.04043317586183548
2023-06-28 21:18:31,516 | train | INFO | batch: 300/3500 loss: 0.0014868726721033454
2023-06-28 21:19:10,339 | train | INFO | batch: 400/3500 loss: 0.002807159209623933
2023-06-28 21:19:46,680 | train | INFO | batch: 500/3500 loss: 0.00013570961891673505
2023-06-28 21:20:24,349 | train | INFO | batch: 600/3500 loss: 0.012301923707127571
2023-06-28 21:21:01,921 | train | INFO | batch: 700/3500 loss: 0.07581736892461777
2023-06-28 21:21:40,023 | train | INFO | batch: 800/3500 loss: 0.000294643483357504
2023-06-28 21:22:17,823 | train | INFO | batch: 900/3500 loss: 0.00855320692062378
2023-06-28 21:22:56,841 | train | INFO | batch: 1000/3500 loss: 0.2936796247959137
2023-06-28 21:23:35,357 | train | INFO | batch: 1100/3500 loss: 0.17170162498950958
2023-06-28 21:24:13,689 | train | INFO | batch: 1200/3500 loss: 0.12229875475168228
2023-06-28 21:24:51,066 | train | INFO | batch: 1300/3500 loss: 0.0006077977595850825
2023-06-28 21:25:27,641 | train | INFO | batch: 1400/3500 loss: 0.016705943271517754
2023-06-28 21:26:04,883 | train | INFO | batch: 1500/3500 loss: 0.004026982933282852
2023-06-28 21:26:43,192 | train | INFO | batch: 1600/3500 loss: 0.006947151385247707
2023-06-28 21:27:20,650 | train | INFO | batch: 1700/3500 loss: 0.2801477015018463
2023-06-28 21:27:58,369 | train | INFO | batch: 1800/3500 loss: 0.0016978803323581815
2023-06-28 21:28:34,055 | train | INFO | batch: 1900/3500 loss: 0.00035448174457997084
2023-06-28 21:29:10,753 | train | INFO | batch: 2000/3500 loss: 0.13650868833065033
2023-06-28 21:29:49,120 | train | INFO | batch: 2100/3500 loss: 0.01484006643295288
2023-06-28 21:30:26,168 | train | INFO | batch: 2200/3500 loss: 0.001026967540383339
2023-06-28 21:31:04,492 | train | INFO | batch: 2300/3500 loss: 0.021133964881300926
2023-06-28 21:31:42,362 | train | INFO | batch: 2400/3500 loss: 0.0025211800821125507
2023-06-28 21:32:20,408 | train | INFO | batch: 2500/3500 loss: 0.00642824312672019
2023-06-28 21:32:56,705 | train | INFO | batch: 2600/3500 loss: 0.004728277213871479
2023-06-28 21:33:32,652 | train | INFO | batch: 2700/3500 loss: 0.005763196386396885
2023-06-28 21:34:10,392 | train | INFO | batch: 2800/3500 loss: 0.00925428420305252
2023-06-28 21:34:48,429 | train | INFO | batch: 2900/3500 loss: 0.006986647378653288
2023-06-28 21:35:25,150 | train | INFO | batch: 3000/3500 loss: 0.004538221284747124
2023-06-28 21:36:03,920 | train | INFO | batch: 3100/3500 loss: 8.873824117472395e-05
2023-06-28 21:36:42,346 | train | INFO | batch: 3200/3500 loss: 0.008211573585867882
2023-06-28 21:37:19,429 | train | INFO | batch: 3300/3500 loss: 0.0006545697106048465
2023-06-28 21:37:57,642 | train | INFO | batch: 3400/3500 loss: 0.0025901678018271923
2023-06-28 21:38:36,130 | train | INFO | --Val 3/5
2023-06-28 21:38:44,704 | train | INFO | batch: 0/750 loss: 6.41850710962899e-05
2023-06-28 21:38:58,827 | train | INFO | batch: 100/750 loss: 0.00056306435726583
2023-06-28 21:39:13,064 | train | INFO | batch: 200/750 loss: 6.400641723303124e-05
2023-06-28 21:39:28,072 | train | INFO | batch: 300/750 loss: 0.0013412609696388245
2023-06-28 21:39:42,337 | train | INFO | batch: 400/750 loss: 0.0006755414651706815
2023-06-28 21:39:57,393 | train | INFO | batch: 500/750 loss: 0.00018141820328310132
2023-06-28 21:40:11,619 | train | INFO | batch: 600/750 loss: 0.0005047420272603631
2023-06-28 21:40:25,600 | train | INFO | batch: 700/750 loss: 0.01182327140122652
2023-06-28 21:40:33,716 | train | INFO | Write row 3
2023-06-28 21:40:35,079 | train | INFO | Early stopper, counter 1/10, best:0.9966666666666667 -> now:0.9948333333333333
2023-06-28 21:40:35,080 | train | INFO | --Train 4/5
2023-06-28 21:40:43,726 | train | INFO | batch: 0/3500 loss: 0.02714690752327442
2023-06-28 21:41:20,184 | train | INFO | batch: 100/3500 loss: 0.012220853939652443
2023-06-28 21:41:58,115 | train | INFO | batch: 200/3500 loss: 0.005076316185295582
2023-06-28 21:42:35,527 | train | INFO | batch: 300/3500 loss: 0.03475571796298027
2023-06-28 21:43:12,185 | train | INFO | batch: 400/3500 loss: 0.005663874559104443
2023-06-28 21:43:49,915 | train | INFO | batch: 500/3500 loss: 0.1311376690864563
2023-06-28 21:44:26,996 | train | INFO | batch: 600/3500 loss: 0.04558408260345459
2023-06-28 21:45:06,202 | train | INFO | batch: 700/3500 loss: 0.00030100150615908206
2023-06-28 21:45:44,653 | train | INFO | batch: 800/3500 loss: 0.32988855242729187
2023-06-28 21:46:23,990 | train | INFO | batch: 900/3500 loss: 0.016401341184973717
2023-06-28 21:47:03,278 | train | INFO | batch: 1000/3500 loss: 0.0002602364984340966
2023-06-28 21:47:42,882 | train | INFO | batch: 1100/3500 loss: 7.400741742458194e-05
2023-06-28 21:48:21,448 | train | INFO | batch: 1200/3500 loss: 0.03162863105535507
2023-06-28 21:48:57,604 | train | INFO | batch: 1300/3500 loss: 0.0020733377896249294
2023-06-28 21:49:36,589 | train | INFO | batch: 1400/3500 loss: 0.35442912578582764
2023-06-28 21:50:13,510 | train | INFO | batch: 1500/3500 loss: 0.009912729263305664
2023-06-28 21:50:54,447 | train | INFO | batch: 1600/3500 loss: 0.004262843634933233
2023-06-28 21:51:34,365 | train | INFO | batch: 1700/3500 loss: 0.005439442582428455
