2023-06-26 23:54:32,451 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230626_235432
2023-06-26 23:54:32,761 | train | INFO | Load data, train:14000 val:6000
2023-06-26 23:54:33,011 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-06-26 23:54:33,020 | train | INFO | --Train 0/50
2023-06-26 23:54:46,925 | train | INFO | batch: 0/437 loss: 0.7177395224571228
2023-06-26 23:55:33,955 | train | INFO | batch: 100/437 loss: 0.4768174886703491
2023-06-26 23:56:21,412 | train | INFO | batch: 200/437 loss: 0.2442816197872162
2023-06-26 23:57:09,206 | train | INFO | batch: 300/437 loss: 0.5476657152175903
2023-06-26 23:57:57,634 | train | INFO | batch: 400/437 loss: 0.3227314054965973
2023-06-26 23:58:16,157 | train | INFO | --Val 0/50
2023-06-26 23:58:25,989 | train | INFO | batch: 0/187 loss: 0.4221847653388977
2023-06-26 23:59:13,360 | train | INFO | batch: 100/187 loss: 0.5013054013252258
2023-06-26 23:59:55,677 | train | INFO | Write row 0
2023-06-26 23:59:57,142 | train | INFO | Early stopper, counter 0/10, best:0.8544451871657754 -> now:0.8544451871657754
2023-06-26 23:59:57,142 | train | INFO | Set counter as 0
2023-06-26 23:59:57,142 | train | INFO | Update best score as 0.8544451871657754
2023-06-26 23:59:57,396 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230626_235432\model.pt
2023-06-26 23:59:57,396 | train | INFO | --Train 1/50
2023-06-27 00:00:06,231 | train | INFO | batch: 0/437 loss: 0.31289756298065186
2023-06-27 00:00:51,475 | train | INFO | batch: 100/437 loss: 0.3944483995437622
2023-06-27 00:01:38,329 | train | INFO | batch: 200/437 loss: 0.3996289372444153
2023-06-27 00:02:24,704 | train | INFO | batch: 300/437 loss: 0.2372477799654007
2023-06-27 00:03:11,043 | train | INFO | batch: 400/437 loss: 0.2834364175796509
2023-06-27 00:03:29,547 | train | INFO | --Val 1/50
2023-06-27 00:03:39,490 | train | INFO | batch: 0/187 loss: 0.15760168433189392
2023-06-27 00:04:26,336 | train | INFO | batch: 100/187 loss: 0.36902832984924316
2023-06-27 00:05:07,774 | train | INFO | Write row 1
2023-06-27 00:05:09,127 | train | INFO | Early stopper, counter 0/10, best:0.9137700534759359 -> now:0.9137700534759359
2023-06-27 00:05:09,127 | train | INFO | Set counter as 0
2023-06-27 00:05:09,127 | train | INFO | Update best score as 0.9137700534759359
2023-06-27 00:05:09,335 | train | INFO | Recorder, epoch 1 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230626_235432\model.pt
2023-06-27 00:05:09,335 | train | INFO | --Train 2/50
2023-06-27 00:05:18,296 | train | INFO | batch: 0/437 loss: 0.12206587195396423
2023-06-27 00:06:04,411 | train | INFO | batch: 100/437 loss: 0.10222280770540237
2023-06-27 00:06:51,166 | train | INFO | batch: 200/437 loss: 0.17418932914733887
2023-06-27 00:07:38,126 | train | INFO | batch: 300/437 loss: 0.2064553052186966
2023-06-27 00:08:25,298 | train | INFO | batch: 400/437 loss: 0.08604137599468231
2023-06-27 00:08:43,297 | train | INFO | --Val 2/50
2023-06-27 00:08:52,824 | train | INFO | batch: 0/187 loss: 0.09704314172267914
2023-06-27 00:09:40,387 | train | INFO | batch: 100/187 loss: 0.2670712471008301
2023-06-27 00:10:21,645 | train | INFO | Write row 2
2023-06-27 00:10:22,970 | train | INFO | Early stopper, counter 0/10, best:0.9293114973262032 -> now:0.9293114973262032
2023-06-27 00:10:22,970 | train | INFO | Set counter as 0
2023-06-27 00:10:22,970 | train | INFO | Update best score as 0.9293114973262032
2023-06-27 00:10:23,185 | train | INFO | Recorder, epoch 2 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230626_235432\model.pt
2023-06-27 00:10:23,186 | train | INFO | --Train 3/50
2023-06-27 00:10:32,035 | train | INFO | batch: 0/437 loss: 0.19202521443367004
2023-06-27 00:11:17,236 | train | INFO | batch: 100/437 loss: 0.04888145253062248
2023-06-27 00:12:03,308 | train | INFO | batch: 200/437 loss: 0.11539576947689056
2023-06-27 00:12:49,965 | train | INFO | batch: 300/437 loss: 0.029144879430532455
2023-06-27 00:13:36,352 | train | INFO | batch: 400/437 loss: 0.09799496084451675
2023-06-27 00:13:54,653 | train | INFO | --Val 3/50
