2023-07-04 14:36:50,181 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_143650
2023-07-04 14:36:50,515 | train | INFO | Load data, train:42000 val:6000
2023-07-04 14:36:50,745 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-07-04 14:36:50,761 | train | INFO | --Train 0/15
2023-07-04 14:37:03,206 | train | INFO | batch: 0/1312 loss: 0.6772137880325317
2023-07-04 14:38:18,803 | train | INFO | batch: 100/1312 loss: 0.42315393686294556
2023-07-04 14:39:34,751 | train | INFO | batch: 200/1312 loss: 0.27871885895729065
2023-07-04 14:40:50,484 | train | INFO | batch: 300/1312 loss: 0.2638509273529053
2023-07-04 14:42:05,219 | train | INFO | batch: 400/1312 loss: 0.30462023615837097
2023-07-04 14:43:19,959 | train | INFO | batch: 500/1312 loss: 0.14590585231781006
2023-07-04 14:44:34,067 | train | INFO | batch: 600/1312 loss: 0.300472229719162
2023-07-04 14:45:47,913 | train | INFO | batch: 700/1312 loss: 0.14235690236091614
2023-07-04 14:47:02,930 | train | INFO | batch: 800/1312 loss: 0.17624391615390778
2023-07-04 14:48:16,246 | train | INFO | batch: 900/1312 loss: 0.3053441643714905
2023-07-04 14:49:29,383 | train | INFO | batch: 1000/1312 loss: 0.35394251346588135
2023-07-04 14:50:43,272 | train | INFO | batch: 1100/1312 loss: 0.21353144943714142
2023-07-04 14:51:55,709 | train | INFO | batch: 1200/1312 loss: 0.2426813393831253
2023-07-04 14:53:07,831 | train | INFO | batch: 1300/1312 loss: 0.10207052528858185
2023-07-04 14:53:17,579 | train | INFO | --Val 0/15
2023-07-04 14:53:27,004 | train | INFO | batch: 0/187 loss: 0.18868498504161835
2023-07-04 14:54:14,621 | train | INFO | batch: 100/187 loss: 0.12001855671405792
2023-07-04 14:54:56,861 | train | INFO | Write row 0
2023-07-04 14:54:58,313 | train | INFO | Early stopper, counter 0/10, best:0.9364973262032086 -> now:0.9364973262032086
2023-07-04 14:54:58,313 | train | INFO | Set counter as 0
2023-07-04 14:54:58,313 | train | INFO | Update best score as 0.9364973262032086
2023-07-04 14:54:58,438 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_143650\model.pt
2023-07-04 14:54:58,438 | train | INFO | --Train 1/15
2023-07-04 14:55:07,098 | train | INFO | batch: 0/1312 loss: 0.209561288356781
2023-07-04 14:56:21,890 | train | INFO | batch: 100/1312 loss: 0.04492044821381569
2023-07-04 14:57:36,316 | train | INFO | batch: 200/1312 loss: 0.18738175928592682
2023-07-04 14:58:51,040 | train | INFO | batch: 300/1312 loss: 0.175481915473938
2023-07-04 15:00:05,481 | train | INFO | batch: 400/1312 loss: 0.31198573112487793
2023-07-04 15:01:19,943 | train | INFO | batch: 500/1312 loss: 0.26049256324768066
2023-07-04 15:02:33,850 | train | INFO | batch: 600/1312 loss: 0.23980626463890076
2023-07-04 15:03:47,296 | train | INFO | batch: 700/1312 loss: 0.11653252691030502
2023-07-04 15:05:00,778 | train | INFO | batch: 800/1312 loss: 0.37401509284973145
2023-07-04 15:06:14,159 | train | INFO | batch: 900/1312 loss: 0.054345425218343735
2023-07-04 15:07:26,393 | train | INFO | batch: 1000/1312 loss: 0.14688779413700104
2023-07-04 15:08:38,901 | train | INFO | batch: 1100/1312 loss: 0.1508205682039261
2023-07-04 15:09:50,781 | train | INFO | batch: 1200/1312 loss: 0.27326488494873047
2023-07-04 15:11:03,144 | train | INFO | batch: 1300/1312 loss: 0.1655312329530716
2023-07-04 15:11:12,022 | train | INFO | --Val 1/15
2023-07-04 15:11:21,238 | train | INFO | batch: 0/187 loss: 0.1253756284713745
2023-07-04 15:12:06,407 | train | INFO | batch: 100/187 loss: 0.1718885451555252
2023-07-04 15:12:46,067 | train | INFO | Write row 1
2023-07-04 15:12:47,267 | train | INFO | Early stopper, counter 0/10, best:0.9395053475935828 -> now:0.9395053475935828
2023-07-04 15:12:47,267 | train | INFO | Set counter as 0
2023-07-04 15:12:47,267 | train | INFO | Update best score as 0.9395053475935828
2023-07-04 15:12:47,375 | train | INFO | Recorder, epoch 1 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_143650\model.pt
2023-07-04 15:12:47,375 | train | INFO | --Train 2/15
2023-07-04 15:12:56,024 | train | INFO | batch: 0/1312 loss: 0.08316616714000702
2023-07-04 15:14:10,712 | train | INFO | batch: 100/1312 loss: 0.15914596617221832
2023-07-04 15:15:25,745 | train | INFO | batch: 200/1312 loss: 0.06924121826887131
2023-07-04 15:16:39,510 | train | INFO | batch: 300/1312 loss: 0.16150598227977753
2023-07-04 15:17:52,991 | train | INFO | batch: 400/1312 loss: 0.06713418662548065
2023-07-04 15:19:06,122 | train | INFO | batch: 500/1312 loss: 0.13636907935142517
2023-07-04 15:20:19,611 | train | INFO | batch: 600/1312 loss: 0.23828309774398804
2023-07-04 15:21:32,508 | train | INFO | batch: 700/1312 loss: 0.08461039513349533
2023-07-04 15:22:46,001 | train | INFO | batch: 800/1312 loss: 0.12477599084377289
2023-07-04 15:23:58,067 | train | INFO | batch: 900/1312 loss: 0.1275506615638733
2023-07-04 15:25:09,837 | train | INFO | batch: 1000/1312 loss: 0.13008946180343628
2023-07-04 15:26:23,298 | train | INFO | batch: 1100/1312 loss: 0.25753507018089294
2023-07-04 15:27:34,897 | train | INFO | batch: 1200/1312 loss: 0.24350082874298096
2023-07-04 15:28:48,133 | train | INFO | batch: 1300/1312 loss: 0.02513682283461094
2023-07-04 15:28:57,408 | train | INFO | --Val 2/15
2023-07-04 15:29:06,648 | train | INFO | batch: 0/187 loss: 0.10401161015033722
2023-07-04 15:29:51,699 | train | INFO | batch: 100/187 loss: 0.11274710297584534
2023-07-04 15:30:31,700 | train | INFO | Write row 2
2023-07-04 15:30:32,992 | train | INFO | Early stopper, counter 0/10, best:0.9525401069518716 -> now:0.9525401069518716
2023-07-04 15:30:32,992 | train | INFO | Set counter as 0
2023-07-04 15:30:32,992 | train | INFO | Update best score as 0.9525401069518716
2023-07-04 15:30:33,106 | train | INFO | Recorder, epoch 2 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_143650\model.pt
2023-07-04 15:30:33,106 | train | INFO | --Train 3/15
2023-07-04 15:30:41,864 | train | INFO | batch: 0/1312 loss: 0.040113188326358795
2023-07-04 15:31:57,308 | train | INFO | batch: 100/1312 loss: 0.1628865748643875
2023-07-04 15:33:12,933 | train | INFO | batch: 200/1312 loss: 0.05564446002244949
2023-07-04 15:34:27,482 | train | INFO | batch: 300/1312 loss: 0.1304301917552948
2023-07-04 15:35:41,838 | train | INFO | batch: 400/1312 loss: 0.1832442432641983
2023-07-04 15:36:55,703 | train | INFO | batch: 500/1312 loss: 0.10628890991210938
2023-07-04 15:38:09,516 | train | INFO | batch: 600/1312 loss: 0.09901326149702072
2023-07-04 15:39:22,368 | train | INFO | batch: 700/1312 loss: 0.1426582634449005
2023-07-04 15:40:35,748 | train | INFO | batch: 800/1312 loss: 0.23788957297801971
2023-07-04 15:41:48,766 | train | INFO | batch: 900/1312 loss: 0.077877476811409
2023-07-04 15:43:00,674 | train | INFO | batch: 1000/1312 loss: 0.11805380880832672
2023-07-04 15:44:13,826 | train | INFO | batch: 1100/1312 loss: 0.07056933641433716
2023-07-04 15:45:26,525 | train | INFO | batch: 1200/1312 loss: 0.0805533304810524
2023-07-04 15:46:38,733 | train | INFO | batch: 1300/1312 loss: 0.09550982713699341
2023-07-04 15:46:47,983 | train | INFO | --Val 3/15
2023-07-04 15:46:58,094 | train | INFO | batch: 0/187 loss: 0.07646562904119492
2023-07-04 15:47:43,336 | train | INFO | batch: 100/187 loss: 0.1661151796579361
2023-07-04 15:48:23,026 | train | INFO | Write row 3
2023-07-04 15:48:24,404 | train | INFO | Early stopper, counter 1/10, best:0.9525401069518716 -> now:0.9486965240641712
2023-07-04 15:48:24,404 | train | INFO | --Train 4/15
2023-07-04 15:48:33,016 | train | INFO | batch: 0/1312 loss: 0.030053939670324326
2023-07-04 15:49:46,994 | train | INFO | batch: 100/1312 loss: 0.0780426636338234
2023-07-04 15:51:02,740 | train | INFO | batch: 200/1312 loss: 0.06817299127578735
2023-07-04 15:52:16,974 | train | INFO | batch: 300/1312 loss: 0.1876070648431778
2023-07-04 15:53:31,435 | train | INFO | batch: 400/1312 loss: 0.04802116006612778
2023-07-04 15:54:45,396 | train | INFO | batch: 500/1312 loss: 0.3302135765552521
2023-07-04 15:55:59,047 | train | INFO | batch: 600/1312 loss: 0.07442750036716461
2023-07-04 15:57:12,241 | train | INFO | batch: 700/1312 loss: 0.12882530689239502
2023-07-04 15:58:23,904 | train | INFO | batch: 800/1312 loss: 0.052320171147584915
2023-07-04 15:59:36,087 | train | INFO | batch: 900/1312 loss: 0.30784833431243896
2023-07-04 16:00:48,809 | train | INFO | batch: 1000/1312 loss: 0.04948802292346954
2023-07-04 16:02:00,840 | train | INFO | batch: 1100/1312 loss: 0.08180519938468933
2023-07-04 16:03:12,329 | train | INFO | batch: 1200/1312 loss: 0.05415364354848862
2023-07-04 16:04:23,845 | train | INFO | batch: 1300/1312 loss: 0.0663076639175415
2023-07-04 16:04:32,800 | train | INFO | --Val 4/15
2023-07-04 16:04:42,055 | train | INFO | batch: 0/187 loss: 0.06004511937499046
2023-07-04 16:05:27,454 | train | INFO | batch: 100/187 loss: 0.21187707781791687
2023-07-04 16:06:07,024 | train | INFO | Write row 4
2023-07-04 16:06:08,366 | train | INFO | Early stopper, counter 2/10, best:0.9525401069518716 -> now:0.9476938502673797
2023-07-04 16:06:08,366 | train | INFO | --Train 5/15
2023-07-04 16:06:17,018 | train | INFO | batch: 0/1312 loss: 0.08762642741203308
2023-07-04 16:07:31,710 | train | INFO | batch: 100/1312 loss: 0.012242679484188557
2023-07-04 16:08:45,788 | train | INFO | batch: 200/1312 loss: 0.03053799830377102
2023-07-04 16:10:01,285 | train | INFO | batch: 300/1312 loss: 0.030920499935746193
2023-07-04 16:11:15,999 | train | INFO | batch: 400/1312 loss: 0.06469502300024033
2023-07-04 16:12:30,302 | train | INFO | batch: 500/1312 loss: 0.15061679482460022
2023-07-04 16:13:43,719 | train | INFO | batch: 600/1312 loss: 0.09316135942935944
2023-07-04 16:14:55,629 | train | INFO | batch: 700/1312 loss: 0.036161478608846664
2023-07-04 16:16:07,989 | train | INFO | batch: 800/1312 loss: 0.08951635658740997
2023-07-04 16:17:21,151 | train | INFO | batch: 900/1312 loss: 0.08438365161418915
2023-07-04 16:18:33,930 | train | INFO | batch: 1000/1312 loss: 0.040967006236314774
2023-07-04 16:19:46,036 | train | INFO | batch: 1100/1312 loss: 0.1379374861717224
2023-07-04 16:20:58,530 | train | INFO | batch: 1200/1312 loss: 0.2321024090051651
2023-07-04 16:22:10,287 | train | INFO | batch: 1300/1312 loss: 0.14275778830051422
2023-07-04 16:22:19,676 | train | INFO | --Val 5/15
2023-07-04 16:22:28,926 | train | INFO | batch: 0/187 loss: 0.08208627998828888
2023-07-04 16:23:13,542 | train | INFO | batch: 100/187 loss: 0.15960462391376495
2023-07-04 16:23:52,985 | train | INFO | Write row 5
2023-07-04 16:23:54,315 | train | INFO | Early stopper, counter 3/10, best:0.9525401069518716 -> now:0.9401737967914439
2023-07-04 16:23:54,315 | train | INFO | --Train 6/15
2023-07-04 16:24:03,004 | train | INFO | batch: 0/1312 loss: 0.0667024552822113
2023-07-04 16:25:17,624 | train | INFO | batch: 100/1312 loss: 0.05218882113695145
2023-07-04 16:26:31,582 | train | INFO | batch: 200/1312 loss: 0.06360983848571777
2023-07-04 16:27:48,011 | train | INFO | batch: 300/1312 loss: 0.05225369334220886
2023-07-04 16:29:07,998 | train | INFO | batch: 400/1312 loss: 0.04214317351579666
2023-07-04 16:30:22,316 | train | INFO | batch: 500/1312 loss: 0.03217431902885437
2023-07-04 16:31:35,463 | train | INFO | batch: 600/1312 loss: 0.049305930733680725
2023-07-04 16:32:48,032 | train | INFO | batch: 700/1312 loss: 0.04054734855890274
2023-07-04 16:34:00,580 | train | INFO | batch: 800/1312 loss: 0.11017468571662903
2023-07-04 16:35:12,896 | train | INFO | batch: 900/1312 loss: 0.08532173931598663
2023-07-04 16:36:25,163 | train | INFO | batch: 1000/1312 loss: 0.048461079597473145
2023-07-04 16:37:37,709 | train | INFO | batch: 1100/1312 loss: 0.10047242045402527
2023-07-04 16:38:51,317 | train | INFO | batch: 1200/1312 loss: 0.008566592819988728
2023-07-04 16:40:04,009 | train | INFO | batch: 1300/1312 loss: 0.06964749097824097
2023-07-04 16:40:13,211 | train | INFO | --Val 6/15
2023-07-04 16:40:23,333 | train | INFO | batch: 0/187 loss: 0.11217313259840012
2023-07-04 16:41:08,426 | train | INFO | batch: 100/187 loss: 0.16427567601203918
2023-07-04 16:41:47,847 | train | INFO | Write row 6
2023-07-04 16:41:49,223 | train | INFO | Early stopper, counter 0/10, best:0.9530414438502673 -> now:0.9530414438502673
2023-07-04 16:41:49,223 | train | INFO | Set counter as 0
2023-07-04 16:41:49,223 | train | INFO | Update best score as 0.9530414438502673
2023-07-04 16:41:49,371 | train | INFO | Recorder, epoch 6 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_143650\model.pt
2023-07-04 16:41:49,371 | train | INFO | --Train 7/15
2023-07-04 16:41:58,084 | train | INFO | batch: 0/1312 loss: 0.055984918028116226
2023-07-04 16:43:13,162 | train | INFO | batch: 100/1312 loss: 0.1667429804801941
2023-07-04 16:44:27,603 | train | INFO | batch: 200/1312 loss: 0.03318367898464203
2023-07-04 16:45:41,511 | train | INFO | batch: 300/1312 loss: 0.046314068138599396
2023-07-04 16:46:55,711 | train | INFO | batch: 400/1312 loss: 0.10981844365596771
2023-07-04 16:48:10,201 | train | INFO | batch: 500/1312 loss: 0.07608184218406677
2023-07-04 16:49:23,553 | train | INFO | batch: 600/1312 loss: 0.028688965365290642
2023-07-04 16:50:36,833 | train | INFO | batch: 700/1312 loss: 0.02902548387646675
2023-07-04 16:51:48,988 | train | INFO | batch: 800/1312 loss: 0.1440339982509613
2023-07-04 16:53:02,182 | train | INFO | batch: 900/1312 loss: 0.02408001199364662
2023-07-04 16:54:14,963 | train | INFO | batch: 1000/1312 loss: 0.057773202657699585
2023-07-04 16:55:27,912 | train | INFO | batch: 1100/1312 loss: 0.031426720321178436
2023-07-04 16:56:40,779 | train | INFO | batch: 1200/1312 loss: 0.03229750692844391
2023-07-04 16:57:54,065 | train | INFO | batch: 1300/1312 loss: 0.05502244085073471
2023-07-04 16:58:03,608 | train | INFO | --Val 7/15
2023-07-04 16:58:12,970 | train | INFO | batch: 0/187 loss: 0.08865797519683838
