2023-07-04 03:54:17,459 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_035417
2023-07-04 03:54:17,765 | train | INFO | Load data, train:70000 val:6000
2023-07-04 03:54:19,504 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-07-04 03:54:19,514 | train | INFO | --Train 0/4
2023-07-04 03:54:32,410 | train | INFO | batch: 0/2187 loss: 0.0005815378972329199
2023-07-04 03:55:43,092 | train | INFO | batch: 100/2187 loss: 0.0005503197899088264
2023-07-04 03:56:55,288 | train | INFO | batch: 200/2187 loss: 0.004866430535912514
2023-07-04 03:58:08,007 | train | INFO | batch: 300/2187 loss: 0.0018676645122468472
2023-07-04 03:59:20,559 | train | INFO | batch: 400/2187 loss: 0.11300118267536163
2023-07-04 04:00:32,904 | train | INFO | batch: 500/2187 loss: 0.001106519834138453
2023-07-04 04:01:42,710 | train | INFO | batch: 600/2187 loss: 0.003366681979969144
2023-07-04 04:02:51,091 | train | INFO | batch: 700/2187 loss: 0.00043092257692478597
2023-07-04 04:04:00,080 | train | INFO | batch: 800/2187 loss: 0.005202180240303278
2023-07-04 04:05:09,957 | train | INFO | batch: 900/2187 loss: 0.004047286696732044
2023-07-04 04:06:18,328 | train | INFO | batch: 1000/2187 loss: 0.0005166428163647652
2023-07-04 04:07:27,946 | train | INFO | batch: 1100/2187 loss: 0.002941388636827469
2023-07-04 04:08:36,543 | train | INFO | batch: 1200/2187 loss: 0.0004266288015060127
2023-07-04 04:09:43,298 | train | INFO | batch: 1300/2187 loss: 0.013896910473704338
2023-07-04 04:10:51,202 | train | INFO | batch: 1400/2187 loss: 0.0012593100545927882
2023-07-04 04:12:00,261 | train | INFO | batch: 1500/2187 loss: 0.001096990774385631
2023-07-04 04:13:09,291 | train | INFO | batch: 1600/2187 loss: 0.003924882505089045
2023-07-04 04:14:16,542 | train | INFO | batch: 1700/2187 loss: 0.015663770958781242
2023-07-04 04:15:25,119 | train | INFO | batch: 1800/2187 loss: 0.003284357488155365
2023-07-04 04:16:34,719 | train | INFO | batch: 1900/2187 loss: 0.023270130157470703
2023-07-04 04:17:42,585 | train | INFO | batch: 2000/2187 loss: 0.0008762250654399395
2023-07-04 04:18:50,367 | train | INFO | batch: 2100/2187 loss: 0.015239698812365532
2023-07-04 04:19:49,617 | train | INFO | --Val 0/4
2023-07-04 04:19:59,748 | train | INFO | batch: 0/187 loss: 0.019232148304581642
2023-07-04 04:20:46,151 | train | INFO | batch: 100/187 loss: 0.0009594481671229005
2023-07-04 04:21:27,443 | train | INFO | Write row 0
2023-07-04 04:21:28,794 | train | INFO | Early stopper, counter 0/10, best:0.9854612299465241 -> now:0.9854612299465241
