2023-07-04 23:32:00,098 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_233200
2023-07-04 23:32:00,417 | train | INFO | Load data, train:57000 val:1000
2023-07-04 23:32:00,777 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-07-04 23:32:00,792 | train | INFO | --Train 0/20
2023-07-04 23:32:13,800 | train | INFO | batch: 0/1781 loss: 0.7237704992294312
2023-07-04 23:33:30,737 | train | INFO | batch: 100/1781 loss: 0.3158405125141144
2023-07-04 23:34:45,969 | train | INFO | batch: 200/1781 loss: 0.07500328123569489
2023-07-04 23:36:01,943 | train | INFO | batch: 300/1781 loss: 0.34461963176727295
2023-07-04 23:37:17,917 | train | INFO | batch: 400/1781 loss: 0.11840320378541946
2023-07-04 23:38:34,295 | train | INFO | batch: 500/1781 loss: 0.19675883650779724
2023-07-04 23:39:50,110 | train | INFO | batch: 600/1781 loss: 0.0761602520942688
2023-07-04 23:41:05,769 | train | INFO | batch: 700/1781 loss: 0.10533350706100464
2023-07-04 23:42:23,042 | train | INFO | batch: 800/1781 loss: 0.06371414661407471
2023-07-04 23:43:38,410 | train | INFO | batch: 900/1781 loss: 0.0661037266254425
2023-07-04 23:44:53,592 | train | INFO | batch: 1000/1781 loss: 0.16644662618637085
2023-07-04 23:46:10,831 | train | INFO | batch: 1100/1781 loss: 0.07929694652557373
2023-07-04 23:47:25,706 | train | INFO | batch: 1200/1781 loss: 0.18641558289527893
2023-07-04 23:48:40,278 | train | INFO | batch: 1300/1781 loss: 0.12980586290359497
2023-07-04 23:49:54,172 | train | INFO | batch: 1400/1781 loss: 0.054022904485464096
2023-07-04 23:51:08,439 | train | INFO | batch: 1500/1781 loss: 0.13266165554523468
2023-07-04 23:52:22,993 | train | INFO | batch: 1600/1781 loss: 0.19271615147590637
2023-07-04 23:53:36,759 | train | INFO | batch: 1700/1781 loss: 0.05565948784351349
2023-07-04 23:54:36,327 | train | INFO | --Val 0/20
2023-07-04 23:54:46,057 | train | INFO | batch: 0/31 loss: 0.05997580662369728
2023-07-04 23:55:00,491 | train | INFO | Write row 0
2023-07-04 23:55:01,814 | train | INFO | Early stopper, counter 0/10, best:0.9818548387096774 -> now:0.9818548387096774
2023-07-04 23:55:01,814 | train | INFO | Set counter as 0
2023-07-04 23:55:01,814 | train | INFO | Update best score as 0.9818548387096774
2023-07-04 23:55:02,038 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_233200\model.pt
2023-07-04 23:55:02,038 | train | INFO | --Train 1/20
2023-07-04 23:55:10,959 | train | INFO | batch: 0/1781 loss: 0.2430037260055542
2023-07-04 23:56:26,506 | train | INFO | batch: 100/1781 loss: 0.07958132773637772
2023-07-04 23:57:42,138 | train | INFO | batch: 200/1781 loss: 0.05038926750421524
2023-07-04 23:58:55,992 | train | INFO | batch: 300/1781 loss: 0.020917436107993126
2023-07-05 00:00:11,806 | train | INFO | batch: 400/1781 loss: 0.03643520921468735
2023-07-05 00:01:27,422 | train | INFO | batch: 500/1781 loss: 0.09430798888206482
2023-07-05 00:02:42,266 | train | INFO | batch: 600/1781 loss: 0.27620601654052734
2023-07-05 00:03:57,096 | train | INFO | batch: 700/1781 loss: 0.12461291253566742
2023-07-05 00:05:11,455 | train | INFO | batch: 800/1781 loss: 0.014533273875713348
2023-07-05 00:06:26,286 | train | INFO | batch: 900/1781 loss: 0.05718538537621498
2023-07-05 00:07:40,729 | train | INFO | batch: 1000/1781 loss: 0.20056387782096863
2023-07-05 00:08:55,255 | train | INFO | batch: 1100/1781 loss: 0.08895467221736908
2023-07-05 00:10:09,611 | train | INFO | batch: 1200/1781 loss: 0.07874207198619843
2023-07-05 00:11:24,800 | train | INFO | batch: 1300/1781 loss: 0.02885882370173931
2023-07-05 00:12:38,504 | train | INFO | batch: 1400/1781 loss: 0.23998598754405975
2023-07-05 00:13:52,167 | train | INFO | batch: 1500/1781 loss: 0.09687849879264832
2023-07-05 00:15:06,130 | train | INFO | batch: 1600/1781 loss: 0.05033344030380249
2023-07-05 00:16:20,419 | train | INFO | batch: 1700/1781 loss: 0.01254885271191597
2023-07-05 00:17:21,252 | train | INFO | --Val 1/20
2023-07-05 00:17:31,243 | train | INFO | batch: 0/31 loss: 0.03710273280739784
2023-07-05 00:17:45,405 | train | INFO | Write row 1
2023-07-05 00:17:46,672 | train | INFO | Early stopper, counter 0/10, best:0.9848790322580645 -> now:0.9848790322580645
2023-07-05 00:17:46,672 | train | INFO | Set counter as 0
2023-07-05 00:17:46,672 | train | INFO | Update best score as 0.9848790322580645
2023-07-05 00:17:46,929 | train | INFO | Recorder, epoch 1 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_233200\model.pt
2023-07-05 00:17:46,929 | train | INFO | --Train 2/20
