2023-07-04 21:11:18,400 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_211118
2023-07-04 21:11:18,737 | train | INFO | Load data, train:42000 val:6000
2023-07-04 21:11:20,312 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-07-04 21:11:20,320 | train | INFO | --Train 0/5
2023-07-04 21:11:32,574 | train | INFO | batch: 0/1312 loss: 0.03639831393957138
2023-07-04 21:12:54,075 | train | INFO | batch: 100/1312 loss: 0.007041136734187603
2023-07-04 21:14:12,772 | train | INFO | batch: 200/1312 loss: 0.01161099225282669
2023-07-04 21:15:30,420 | train | INFO | batch: 300/1312 loss: 0.03705669194459915
2023-07-04 21:16:49,692 | train | INFO | batch: 400/1312 loss: 0.015917722135782242
2023-07-04 21:18:10,727 | train | INFO | batch: 500/1312 loss: 0.007778417784720659
2023-07-04 21:19:27,293 | train | INFO | batch: 600/1312 loss: 0.09413217753171921
2023-07-04 21:20:42,528 | train | INFO | batch: 700/1312 loss: 0.024919135496020317
2023-07-04 21:21:58,640 | train | INFO | batch: 800/1312 loss: 0.02799072675406933
2023-07-04 21:23:13,792 | train | INFO | batch: 900/1312 loss: 0.16074803471565247
2023-07-04 21:24:27,905 | train | INFO | batch: 1000/1312 loss: 0.009080336429178715
2023-07-04 21:25:42,588 | train | INFO | batch: 1100/1312 loss: 0.009572787210345268
2023-07-04 21:26:55,409 | train | INFO | batch: 1200/1312 loss: 0.014738122932612896
2023-07-04 21:28:07,815 | train | INFO | batch: 1300/1312 loss: 0.005839660298079252
2023-07-04 21:28:17,263 | train | INFO | --Val 0/5
2023-07-04 21:28:27,732 | train | INFO | batch: 0/187 loss: 0.06359125673770905
2023-07-04 21:29:20,451 | train | INFO | batch: 100/187 loss: 0.26429447531700134
2023-07-04 21:30:06,757 | train | INFO | Write row 0
2023-07-04 21:30:08,104 | train | INFO | Early stopper, counter 0/10, best:0.9483622994652406 -> now:0.9483622994652406
2023-07-04 21:30:08,104 | train | INFO | Set counter as 0
2023-07-04 21:30:08,104 | train | INFO | Update best score as 0.9483622994652406
2023-07-04 21:30:08,229 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230704_211118\model.pt
2023-07-04 21:30:08,229 | train | INFO | --Train 1/5
2023-07-04 21:30:16,965 | train | INFO | batch: 0/1312 loss: 0.0042524137534201145
2023-07-04 21:31:31,151 | train | INFO | batch: 100/1312 loss: 0.0011908463202416897
2023-07-04 21:32:45,876 | train | INFO | batch: 200/1312 loss: 0.11359504610300064
2023-07-04 21:34:01,473 | train | INFO | batch: 300/1312 loss: 0.012470182031393051
2023-07-04 21:35:16,741 | train | INFO | batch: 400/1312 loss: 0.02235148288309574
2023-07-04 21:36:31,484 | train | INFO | batch: 500/1312 loss: 0.02183813974261284
2023-07-04 21:37:45,819 | train | INFO | batch: 600/1312 loss: 0.048007115721702576
2023-07-04 21:38:59,589 | train | INFO | batch: 700/1312 loss: 0.036946073174476624
2023-07-04 21:40:13,535 | train | INFO | batch: 800/1312 loss: 0.057969897985458374
2023-07-04 21:41:28,174 | train | INFO | batch: 900/1312 loss: 0.017743833363056183
2023-07-04 21:42:42,490 | train | INFO | batch: 1000/1312 loss: 0.03383340314030647
2023-07-04 21:43:56,462 | train | INFO | batch: 1100/1312 loss: 0.05048331618309021
2023-07-04 21:45:09,243 | train | INFO | batch: 1200/1312 loss: 0.060882750898599625
2023-07-04 21:46:22,069 | train | INFO | batch: 1300/1312 loss: 0.0030872379429638386
2023-07-04 21:46:31,654 | train | INFO | --Val 1/5
2023-07-04 21:46:41,335 | train | INFO | batch: 0/187 loss: 0.04268857091665268
2023-07-04 21:47:26,328 | train | INFO | batch: 100/187 loss: 0.2636429965496063
2023-07-04 21:48:06,644 | train | INFO | Write row 1
2023-07-04 21:48:07,817 | train | INFO | Early stopper, counter 1/10, best:0.9483622994652406 -> now:0.9463569518716578
2023-07-04 21:48:07,817 | train | INFO | --Train 2/5
2023-07-04 21:48:16,431 | train | INFO | batch: 0/1312 loss: 0.02059231512248516
2023-07-04 21:49:30,715 | train | INFO | batch: 100/1312 loss: 0.036589365452528
2023-07-04 21:50:46,057 | train | INFO | batch: 200/1312 loss: 0.005631568375974894
2023-07-04 21:52:00,596 | train | INFO | batch: 300/1312 loss: 0.031147750094532967
2023-07-04 21:53:15,002 | train | INFO | batch: 400/1312 loss: 0.0021903356537222862
2023-07-04 21:54:29,198 | train | INFO | batch: 500/1312 loss: 0.036877281963825226
2023-07-04 21:55:43,803 | train | INFO | batch: 600/1312 loss: 0.011958605609834194
2023-07-04 21:56:57,538 | train | INFO | batch: 700/1312 loss: 0.012000038288533688
2023-07-04 21:58:11,461 | train | INFO | batch: 800/1312 loss: 0.014225115068256855
2023-07-04 21:59:24,867 | train | INFO | batch: 900/1312 loss: 0.025903496891260147
