2023-07-03 20:33:22,266 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230703_203322
2023-07-03 20:33:22,601 | train | INFO | Load data, train:70000 val:6000
2023-07-03 20:33:22,910 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-07-03 20:33:22,920 | train | INFO | --Train 0/20
2023-07-03 20:33:36,200 | train | INFO | batch: 0/2187 loss: 0.7100211381912231
2023-07-03 20:34:55,492 | train | INFO | batch: 100/2187 loss: 0.20308901369571686
2023-07-03 20:36:15,063 | train | INFO | batch: 200/2187 loss: 0.1321481168270111
2023-07-03 20:37:33,385 | train | INFO | batch: 300/2187 loss: 0.20870910584926605
2023-07-03 20:38:50,563 | train | INFO | batch: 400/2187 loss: 0.15052157640457153
2023-07-03 20:40:08,711 | train | INFO | batch: 500/2187 loss: 0.05046713352203369
2023-07-03 20:41:23,005 | train | INFO | batch: 600/2187 loss: 0.09797380864620209
2023-07-03 20:42:35,884 | train | INFO | batch: 700/2187 loss: 0.18772265315055847
2023-07-03 20:43:48,244 | train | INFO | batch: 800/2187 loss: 0.07284197956323624
2023-07-03 20:45:02,472 | train | INFO | batch: 900/2187 loss: 0.06774941086769104
2023-07-03 20:46:12,339 | train | INFO | batch: 1000/2187 loss: 0.15028667449951172
2023-07-03 20:47:22,345 | train | INFO | batch: 1100/2187 loss: 0.09323050081729889
2023-07-03 20:48:35,669 | train | INFO | batch: 1200/2187 loss: 0.058629825711250305
2023-07-03 20:49:42,941 | train | INFO | batch: 1300/2187 loss: 0.08559571951627731
2023-07-03 20:50:51,183 | train | INFO | batch: 1400/2187 loss: 0.050664108246564865
2023-07-03 20:52:00,552 | train | INFO | batch: 1500/2187 loss: 0.03873400762677193
2023-07-03 20:53:09,222 | train | INFO | batch: 1600/2187 loss: 0.20211055874824524
2023-07-03 20:54:16,399 | train | INFO | batch: 1700/2187 loss: 0.050145648419857025
2023-07-03 20:55:24,512 | train | INFO | batch: 1800/2187 loss: 0.04058925062417984
2023-07-03 20:56:34,124 | train | INFO | batch: 1900/2187 loss: 0.06672479212284088
2023-07-03 20:57:42,375 | train | INFO | batch: 2000/2187 loss: 0.03191828727722168
2023-07-03 20:58:50,255 | train | INFO | batch: 2100/2187 loss: 0.03947257623076439
2023-07-03 20:59:49,574 | train | INFO | --Val 0/20
2023-07-03 20:59:59,841 | train | INFO | batch: 0/187 loss: 0.14560940861701965
2023-07-03 21:00:59,583 | train | INFO | batch: 100/187 loss: 0.10883159190416336
2023-07-03 21:01:51,193 | train | INFO | Write row 0
2023-07-03 21:01:52,569 | train | INFO | Early stopper, counter 0/10, best:0.9695855614973262 -> now:0.9695855614973262
2023-07-03 21:01:52,569 | train | INFO | Set counter as 0
2023-07-03 21:01:52,569 | train | INFO | Update best score as 0.9695855614973262
2023-07-03 21:01:52,777 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230703_203322\model.pt
2023-07-03 21:01:52,777 | train | INFO | --Train 1/20
2023-07-03 21:02:01,639 | train | INFO | batch: 0/2187 loss: 0.04347758740186691
2023-07-03 21:03:11,417 | train | INFO | batch: 100/2187 loss: 0.0033577391877770424
2023-07-03 21:04:23,458 | train | INFO | batch: 200/2187 loss: 0.0683000236749649
2023-07-03 21:05:32,802 | train | INFO | batch: 300/2187 loss: 0.07036691904067993
2023-07-03 21:06:43,362 | train | INFO | batch: 400/2187 loss: 0.18437634408473969
2023-07-03 21:07:54,380 | train | INFO | batch: 500/2187 loss: 0.19855448603630066
2023-07-03 21:09:03,647 | train | INFO | batch: 600/2187 loss: 0.01751423254609108
2023-07-03 21:10:11,746 | train | INFO | batch: 700/2187 loss: 0.037216681987047195
2023-07-03 21:11:21,332 | train | INFO | batch: 800/2187 loss: 0.06035744398832321
2023-07-03 21:12:31,641 | train | INFO | batch: 900/2187 loss: 0.1524815410375595
2023-07-03 21:13:40,253 | train | INFO | batch: 1000/2187 loss: 0.0376671701669693
2023-07-03 21:14:49,015 | train | INFO | batch: 1100/2187 loss: 0.028132837265729904
2023-07-03 21:15:56,610 | train | INFO | batch: 1200/2187 loss: 0.0035055517219007015
2023-07-03 21:17:05,065 | train | INFO | batch: 1300/2187 loss: 0.056021928787231445
2023-07-03 21:18:12,626 | train | INFO | batch: 1400/2187 loss: 0.026150498539209366
2023-07-03 21:19:20,880 | train | INFO | batch: 1500/2187 loss: 0.08957218378782272
2023-07-03 21:20:29,283 | train | INFO | batch: 1600/2187 loss: 0.0182042196393013
2023-07-03 21:21:37,479 | train | INFO | batch: 1700/2187 loss: 0.027501799166202545
2023-07-03 21:22:45,126 | train | INFO | batch: 1800/2187 loss: 0.019463326781988144
2023-07-03 21:23:52,608 | train | INFO | batch: 1900/2187 loss: 0.029817456379532814
2023-07-03 21:24:59,633 | train | INFO | batch: 2000/2187 loss: 0.05203577131032944
2023-07-03 21:26:08,103 | train | INFO | batch: 2100/2187 loss: 0.00862782634794712
2023-07-03 21:27:07,596 | train | INFO | --Val 1/20
2023-07-03 21:27:17,101 | train | INFO | batch: 0/187 loss: 0.03416721150279045
2023-07-03 21:28:01,873 | train | INFO | batch: 100/187 loss: 0.12931376695632935
2023-07-03 21:28:42,698 | train | INFO | Write row 1
2023-07-03 21:28:43,920 | train | INFO | Early stopper, counter 0/10, best:0.9767713903743316 -> now:0.9767713903743316
2023-07-03 21:28:43,920 | train | INFO | Set counter as 0
2023-07-03 21:28:43,920 | train | INFO | Update best score as 0.9767713903743316
2023-07-03 21:28:44,155 | train | INFO | Recorder, epoch 1 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230703_203322\model.pt
2023-07-03 21:28:44,155 | train | INFO | --Train 2/20
2023-07-03 21:28:52,928 | train | INFO | batch: 0/2187 loss: 0.018306314945220947
2023-07-03 21:30:02,332 | train | INFO | batch: 100/2187 loss: 0.04898827150464058
2023-07-03 21:31:12,395 | train | INFO | batch: 200/2187 loss: 0.0033281168434768915
