2023-06-29 01:00:37,303 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230629_010037
2023-06-29 01:00:37,646 | train | INFO | Load data, train:42000 val:6000
2023-06-29 01:00:37,955 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-06-29 01:00:37,965 | train | INFO | --Train 0/20
2023-06-29 01:00:51,391 | train | INFO | batch: 0/1312 loss: 0.7198143005371094
2023-06-29 01:02:00,796 | train | INFO | batch: 100/1312 loss: 0.2028360366821289
2023-06-29 01:03:15,990 | train | INFO | batch: 200/1312 loss: 0.16086013615131378
2023-06-29 01:04:26,367 | train | INFO | batch: 300/1312 loss: 0.2377975881099701
2023-06-29 01:05:33,237 | train | INFO | batch: 400/1312 loss: 0.11569328606128693
2023-06-29 01:06:40,520 | train | INFO | batch: 500/1312 loss: 0.15015049278736115
2023-06-29 01:07:47,870 | train | INFO | batch: 600/1312 loss: 0.10139728337526321
2023-06-29 01:08:54,028 | train | INFO | batch: 700/1312 loss: 0.06544259190559387
2023-06-29 01:09:59,562 | train | INFO | batch: 800/1312 loss: 0.04797520488500595
2023-06-29 01:11:03,923 | train | INFO | batch: 900/1312 loss: 0.013343919068574905
2023-06-29 01:12:08,822 | train | INFO | batch: 1000/1312 loss: 0.027413608506321907
2023-06-29 01:13:13,952 | train | INFO | batch: 1100/1312 loss: 0.380840003490448
2023-06-29 01:14:18,008 | train | INFO | batch: 1200/1312 loss: 0.10583032667636871
2023-06-29 01:15:21,565 | train | INFO | batch: 1300/1312 loss: 0.06411787867546082
2023-06-29 01:15:29,921 | train | INFO | --Val 0/20
2023-06-29 01:15:39,875 | train | INFO | batch: 0/187 loss: 0.02301379293203354
2023-06-29 01:16:29,195 | train | INFO | batch: 100/187 loss: 0.09994073212146759
2023-06-29 01:17:13,322 | train | INFO | Write row 0
2023-06-29 01:17:14,631 | train | INFO | Early stopper, counter 0/10, best:0.9684157754010695 -> now:0.9684157754010695
2023-06-29 01:17:14,631 | train | INFO | Set counter as 0
2023-06-29 01:17:14,631 | train | INFO | Update best score as 0.9684157754010695
2023-06-29 01:17:14,834 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230629_010037\model.pt
2023-06-29 01:17:14,849 | train | INFO | --Train 1/20
2023-06-29 01:17:23,674 | train | INFO | batch: 0/1312 loss: 0.08415261656045914
2023-06-29 01:18:28,720 | train | INFO | batch: 100/1312 loss: 0.053875476121902466
2023-06-29 01:19:35,371 | train | INFO | batch: 200/1312 loss: 0.05963742733001709
2023-06-29 01:20:41,119 | train | INFO | batch: 300/1312 loss: 0.049704160541296005
2023-06-29 01:21:48,403 | train | INFO | batch: 400/1312 loss: 0.08841422200202942
2023-06-29 01:22:53,850 | train | INFO | batch: 500/1312 loss: 0.03829924017190933
2023-06-29 01:23:59,098 | train | INFO | batch: 600/1312 loss: 0.07215280830860138
2023-06-29 01:25:03,889 | train | INFO | batch: 700/1312 loss: 0.01788966730237007
2023-06-29 01:26:09,255 | train | INFO | batch: 800/1312 loss: 0.012199705466628075
2023-06-29 01:27:13,481 | train | INFO | batch: 900/1312 loss: 0.020011859014630318
2023-06-29 01:28:17,707 | train | INFO | batch: 1000/1312 loss: 0.07456588745117188
2023-06-29 01:29:22,149 | train | INFO | batch: 1100/1312 loss: 0.06553160399198532
2023-06-29 01:30:26,322 | train | INFO | batch: 1200/1312 loss: 0.08720763027667999
2023-06-29 01:31:29,686 | train | INFO | batch: 1300/1312 loss: 0.13048794865608215
2023-06-29 01:31:37,838 | train | INFO | --Val 1/20
2023-06-29 01:31:46,352 | train | INFO | batch: 0/187 loss: 0.021963808685541153
2023-06-29 01:32:31,183 | train | INFO | batch: 100/187 loss: 0.003063090844079852
2023-06-29 01:33:10,773 | train | INFO | Write row 1
2023-06-29 01:33:12,065 | train | INFO | Early stopper, counter 0/10, best:0.9779411764705882 -> now:0.9779411764705882
2023-06-29 01:33:12,065 | train | INFO | Set counter as 0
2023-06-29 01:33:12,065 | train | INFO | Update best score as 0.9779411764705882
2023-06-29 01:33:12,300 | train | INFO | Recorder, epoch 1 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230629_010037\model.pt
2023-06-29 01:33:12,300 | train | INFO | --Train 2/20
2023-06-29 01:33:21,146 | train | INFO | batch: 0/1312 loss: 0.1762210726737976
2023-06-29 01:34:27,345 | train | INFO | batch: 100/1312 loss: 0.032718922942876816
2023-06-29 01:35:32,868 | train | INFO | batch: 200/1312 loss: 0.004569699056446552
