2023-06-27 16:13:51,247 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230627_161351
2023-06-27 16:13:51,576 | train | INFO | Load data, train:28000 val:6000
2023-06-27 16:13:51,950 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-06-27 16:13:51,958 | train | INFO | --Train 0/20
2023-06-27 16:14:06,769 | train | INFO | batch: 0/875 loss: 0.7048479318618774
2023-06-27 16:15:36,142 | train | INFO | batch: 100/875 loss: 0.18285386264324188
2023-06-27 16:17:00,547 | train | INFO | batch: 200/875 loss: 0.07203661650419235
2023-06-27 16:18:24,301 | train | INFO | batch: 300/875 loss: 0.13566991686820984
2023-06-27 16:19:48,169 | train | INFO | batch: 400/875 loss: 0.15663036704063416
2023-06-27 16:21:10,551 | train | INFO | batch: 500/875 loss: 0.21861113607883453
2023-06-27 16:22:33,361 | train | INFO | batch: 600/875 loss: 0.014348145574331284
2023-06-27 16:23:55,851 | train | INFO | batch: 700/875 loss: 0.11515282094478607
2023-06-27 16:25:17,113 | train | INFO | batch: 800/875 loss: 0.043943118304014206
2023-06-27 16:26:19,666 | train | INFO | --Val 0/20
2023-06-27 16:26:30,021 | train | INFO | batch: 0/187 loss: 0.09269297868013382
2023-06-27 16:27:17,387 | train | INFO | batch: 100/187 loss: 0.037736885249614716
2023-06-27 16:27:59,471 | train | INFO | Write row 0
2023-06-27 16:28:00,940 | train | INFO | Early stopper, counter 0/10, best:0.9727606951871658 -> now:0.9727606951871658
2023-06-27 16:28:00,940 | train | INFO | Set counter as 0
2023-06-27 16:28:00,940 | train | INFO | Update best score as 0.9727606951871658
2023-06-27 16:28:01,156 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230627_161351\model.pt
2023-06-27 16:28:01,156 | train | INFO | --Train 1/20
2023-06-27 16:28:10,251 | train | INFO | batch: 0/875 loss: 0.06468258798122406
2023-06-27 16:29:33,220 | train | INFO | batch: 100/875 loss: 0.5247708559036255
2023-06-27 16:30:57,348 | train | INFO | batch: 200/875 loss: 0.14041605591773987
2023-06-27 16:32:20,129 | train | INFO | batch: 300/875 loss: 0.06479993462562561
2023-06-27 16:33:41,982 | train | INFO | batch: 400/875 loss: 0.0375848188996315
2023-06-27 16:35:04,939 | train | INFO | batch: 500/875 loss: 0.07912114262580872
2023-06-27 16:36:26,715 | train | INFO | batch: 600/875 loss: 0.06853453069925308
2023-06-27 16:37:48,418 | train | INFO | batch: 700/875 loss: 0.23791342973709106
2023-06-27 16:39:07,754 | train | INFO | batch: 800/875 loss: 0.03303689882159233
2023-06-27 16:40:10,126 | train | INFO | --Val 1/20
2023-06-27 16:40:19,965 | train | INFO | batch: 0/187 loss: 0.08684730529785156
2023-06-27 16:41:06,254 | train | INFO | batch: 100/187 loss: 0.1211203932762146
2023-06-27 16:41:47,088 | train | INFO | Write row 1
2023-06-27 16:41:48,438 | train | INFO | Early stopper, counter 1/10, best:0.9727606951871658 -> now:0.9712566844919787
2023-06-27 16:41:48,439 | train | INFO | --Train 2/20
2023-06-27 16:41:57,623 | train | INFO | batch: 0/875 loss: 0.028681674972176552
2023-06-27 16:43:18,697 | train | INFO | batch: 100/875 loss: 0.009381740354001522
