2023-06-28 00:39:06,722 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230628_003906
2023-06-28 00:39:07,047 | train | INFO | Load data, train:28000 val:6000
2023-06-28 00:39:08,722 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-06-28 00:39:08,731 | train | INFO | --Train 0/10
2023-06-28 00:39:21,189 | train | INFO | batch: 0/875 loss: 0.009152204729616642
2023-06-28 00:40:49,882 | train | INFO | batch: 100/875 loss: 0.18398137390613556
2023-06-28 00:42:15,833 | train | INFO | batch: 200/875 loss: 0.0006111270049586892
2023-06-28 00:43:41,256 | train | INFO | batch: 300/875 loss: 0.0007190615287981927
2023-06-28 00:45:09,759 | train | INFO | batch: 400/875 loss: 0.00902428850531578
2023-06-28 00:46:39,573 | train | INFO | batch: 500/875 loss: 0.0007523491512984037
2023-06-28 00:48:10,653 | train | INFO | batch: 600/875 loss: 0.0001010196065180935
2023-06-28 00:49:41,431 | train | INFO | batch: 700/875 loss: 0.0026651492808014154
2023-06-28 00:51:08,404 | train | INFO | batch: 800/875 loss: 0.0013904625084251165
2023-06-28 00:52:16,562 | train | INFO | --Val 0/10
2023-06-28 00:52:27,598 | train | INFO | batch: 0/187 loss: 0.0022994009777903557
2023-06-28 00:53:20,976 | train | INFO | batch: 100/187 loss: 9.753330232342705e-06
2023-06-28 00:54:08,780 | train | INFO | Write row 0
2023-06-28 00:54:10,178 | train | INFO | Early stopper, counter 0/10, best:0.9883021390374331 -> now:0.9883021390374331
2023-06-28 00:54:10,178 | train | INFO | Set counter as 0
2023-06-28 00:54:10,178 | train | INFO | Update best score as 0.9883021390374331
2023-06-28 00:54:10,392 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230628_003906\model.pt
2023-06-28 00:54:10,393 | train | INFO | --Train 1/10
2023-06-28 00:54:19,985 | train | INFO | batch: 0/875 loss: 6.252799357753247e-05
2023-06-28 00:55:46,724 | train | INFO | batch: 100/875 loss: 0.054848410189151764
2023-06-28 00:57:15,239 | train | INFO | batch: 200/875 loss: 0.04469463601708412
2023-06-28 00:58:41,504 | train | INFO | batch: 300/875 loss: 0.0006622553337365389
2023-06-28 01:00:07,865 | train | INFO | batch: 400/875 loss: 0.00023738399613648653
2023-06-28 01:01:34,758 | train | INFO | batch: 500/875 loss: 0.0006599494954571128
2023-06-28 01:03:00,741 | train | INFO | batch: 600/875 loss: 0.0008490709005855024
2023-06-28 01:04:27,962 | train | INFO | batch: 700/875 loss: 0.20051325857639313
2023-06-28 01:05:51,364 | train | INFO | batch: 800/875 loss: 0.0020368704572319984
2023-06-28 01:07:02,516 | train | INFO | --Val 1/10
2023-06-28 01:07:13,805 | train | INFO | batch: 0/187 loss: 0.024257928133010864
2023-06-28 01:08:04,017 | train | INFO | batch: 100/187 loss: 0.02694803476333618
2023-06-28 01:08:48,408 | train | INFO | Write row 1
2023-06-28 01:08:49,732 | train | INFO | Early stopper, counter 1/10, best:0.9883021390374331 -> now:0.9824532085561497
2023-06-28 01:08:49,732 | train | INFO | --Train 2/10
2023-06-28 01:09:00,096 | train | INFO | batch: 0/875 loss: 0.0002601751475594938
2023-06-28 01:10:26,924 | train | INFO | batch: 100/875 loss: 0.014054736122488976
2023-06-28 01:11:55,884 | train | INFO | batch: 200/875 loss: 0.00010208306775894016
2023-06-28 01:13:24,640 | train | INFO | batch: 300/875 loss: 0.00017416600894648582
2023-06-28 01:14:54,713 | train | INFO | batch: 400/875 loss: 0.0009099328308366239
2023-06-28 01:16:22,184 | train | INFO | batch: 500/875 loss: 0.0011511401971802115
2023-06-28 01:17:51,710 | train | INFO | batch: 600/875 loss: 1.0999362530128565e-05
2023-06-28 01:19:18,121 | train | INFO | batch: 700/875 loss: 0.001668302807956934
2023-06-28 01:20:46,267 | train | INFO | batch: 800/875 loss: 0.0009086792706511915
2023-06-28 01:21:51,633 | train | INFO | --Val 2/10
2023-06-28 01:22:01,819 | train | INFO | batch: 0/187 loss: 0.006175934337079525
2023-06-28 01:22:53,064 | train | INFO | batch: 100/187 loss: 0.0001407448435202241
2023-06-28 01:23:36,659 | train | INFO | Write row 2
2023-06-28 01:23:38,158 | train | INFO | Early stopper, counter 2/10, best:0.9883021390374331 -> now:0.9854612299465241
2023-06-28 01:23:38,158 | train | INFO | --Train 3/10
2023-06-28 01:23:49,442 | train | INFO | batch: 0/875 loss: 0.0006797777023166418
2023-06-28 01:25:16,246 | train | INFO | batch: 100/875 loss: 0.0006417866097763181
2023-06-28 01:26:44,483 | train | INFO | batch: 200/875 loss: 7.0018832047935575e-06
2023-06-28 01:28:10,202 | train | INFO | batch: 300/875 loss: 6.521449540741742e-05
2023-06-28 01:29:37,948 | train | INFO | batch: 400/875 loss: 0.00171564519405365
2023-06-28 01:31:04,862 | train | INFO | batch: 500/875 loss: 0.00012205593520775437
2023-06-28 01:32:32,845 | train | INFO | batch: 600/875 loss: 0.0010433780262246728
2023-06-28 01:34:00,427 | train | INFO | batch: 700/875 loss: 0.00034456345019862056
2023-06-28 01:35:22,265 | train | INFO | batch: 800/875 loss: 0.029983367770910263
2023-06-28 01:36:26,418 | train | INFO | --Val 3/10
2023-06-28 01:36:35,554 | train | INFO | batch: 0/187 loss: 0.0004350216477178037
2023-06-28 01:37:24,847 | train | INFO | batch: 100/187 loss: 0.0009217268670909107
2023-06-28 01:38:10,101 | train | INFO | Write row 3
2023-06-28 01:38:12,149 | train | INFO | Early stopper, counter 3/10, best:0.9883021390374331 -> now:0.9881350267379679
2023-06-28 01:38:12,150 | train | INFO | --Train 4/10
2023-06-28 01:38:22,763 | train | INFO | batch: 0/875 loss: 0.004405085928738117
2023-06-28 01:39:49,895 | train | INFO | batch: 100/875 loss: 0.001674286206252873
2023-06-28 01:41:14,944 | train | INFO | batch: 200/875 loss: 0.06185314431786537
2023-06-28 01:42:38,775 | train | INFO | batch: 300/875 loss: 0.002036594320088625
2023-06-28 01:44:04,422 | train | INFO | batch: 400/875 loss: 0.0020139627158641815
2023-06-28 01:45:29,296 | train | INFO | batch: 500/875 loss: 0.020992761477828026
2023-06-28 01:46:58,321 | train | INFO | batch: 600/875 loss: 0.004256055224686861
2023-06-28 01:48:21,097 | train | INFO | batch: 700/875 loss: 0.00022364534379448742
2023-06-28 01:49:51,000 | train | INFO | batch: 800/875 loss: 8.588858327129856e-05
2023-06-28 01:50:55,860 | train | INFO | --Val 4/10
2023-06-28 01:51:05,083 | train | INFO | batch: 0/187 loss: 0.001974758692085743
2023-06-28 01:51:52,373 | train | INFO | batch: 100/187 loss: 0.0005972188082523644
2023-06-28 01:52:34,528 | train | INFO | Write row 4
2023-06-28 01:52:35,941 | train | INFO | Early stopper, counter 4/10, best:0.9883021390374331 -> now:0.9864639037433155
2023-06-28 01:52:35,941 | train | INFO | --Train 5/10
2023-06-28 01:52:45,339 | train | INFO | batch: 0/875 loss: 0.00014528223255183548
2023-06-28 01:54:13,442 | train | INFO | batch: 100/875 loss: 0.0017738324822857976
2023-06-28 01:55:43,076 | train | INFO | batch: 200/875 loss: 0.003424315480515361
2023-06-28 01:57:12,561 | train | INFO | batch: 300/875 loss: 7.444775837939233e-05
2023-06-28 01:58:40,558 | train | INFO | batch: 400/875 loss: 0.05099288374185562
2023-06-28 02:00:08,125 | train | INFO | batch: 500/875 loss: 0.00013236519589554518
2023-06-28 02:01:36,755 | train | INFO | batch: 600/875 loss: 0.0003155944577883929
2023-06-28 02:03:05,972 | train | INFO | batch: 700/875 loss: 0.056830257177352905
2023-06-28 02:04:34,644 | train | INFO | batch: 800/875 loss: 0.013383075594902039
2023-06-28 02:05:39,490 | train | INFO | --Val 5/10
2023-06-28 02:05:50,193 | train | INFO | batch: 0/187 loss: 0.02501666732132435
2023-06-28 02:06:39,217 | train | INFO | batch: 100/187 loss: 3.9805672713555396e-05
2023-06-28 02:07:23,821 | train | INFO | Write row 5
2023-06-28 02:07:25,302 | train | INFO | Early stopper, counter 0/10, best:0.9904745989304813 -> now:0.9904745989304813
2023-06-28 02:07:25,302 | train | INFO | Set counter as 0
2023-06-28 02:07:25,302 | train | INFO | Update best score as 0.9904745989304813
2023-06-28 02:07:25,524 | train | INFO | Recorder, epoch 5 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230628_003906\model.pt
2023-06-28 02:07:25,524 | train | INFO | --Train 6/10
2023-06-28 02:07:35,041 | train | INFO | batch: 0/875 loss: 0.007510297931730747
2023-06-28 02:08:58,200 | train | INFO | batch: 100/875 loss: 2.8479869797592983e-05
2023-06-28 02:10:26,831 | train | INFO | batch: 200/875 loss: 0.0013951295986771584
2023-06-28 02:11:51,682 | train | INFO | batch: 300/875 loss: 0.000927651475649327
2023-06-28 02:13:17,025 | train | INFO | batch: 400/875 loss: 0.00214972672984004
2023-06-28 02:14:41,759 | train | INFO | batch: 500/875 loss: 0.0007699825218878686
2023-06-28 02:16:06,429 | train | INFO | batch: 600/875 loss: 0.0008051504264585674
2023-06-28 02:17:31,929 | train | INFO | batch: 700/875 loss: 0.0007629672763869166
2023-06-28 02:18:56,537 | train | INFO | batch: 800/875 loss: 0.013516291975975037
2023-06-28 02:19:59,473 | train | INFO | --Val 6/10
2023-06-28 02:20:08,736 | train | INFO | batch: 0/187 loss: 0.0027909930795431137
2023-06-28 02:20:56,132 | train | INFO | batch: 100/187 loss: 0.00025708042085170746
2023-06-28 02:21:38,348 | train | INFO | Write row 6
2023-06-28 02:21:39,854 | train | INFO | Early stopper, counter 1/10, best:0.9904745989304813 -> now:0.9899732620320856
2023-06-28 02:21:39,854 | train | INFO | --Train 7/10
2023-06-28 02:21:49,547 | train | INFO | batch: 0/875 loss: 0.02985617145895958
2023-06-28 02:23:13,105 | train | INFO | batch: 100/875 loss: 0.00041227598558180034
2023-06-28 02:24:37,998 | train | INFO | batch: 200/875 loss: 0.0009002676815725863
2023-06-28 02:26:04,504 | train | INFO | batch: 300/875 loss: 0.00025240113609470427
2023-06-28 02:27:29,393 | train | INFO | batch: 400/875 loss: 0.03267955780029297
2023-06-28 02:28:56,141 | train | INFO | batch: 500/875 loss: 0.00032023765379562974
2023-06-28 02:30:19,649 | train | INFO | batch: 600/875 loss: 0.0019461398478597403
2023-06-28 02:31:43,060 | train | INFO | batch: 700/875 loss: 0.05856462940573692
2023-06-28 02:33:08,318 | train | INFO | batch: 800/875 loss: 0.017910676077008247
2023-06-28 02:34:11,588 | train | INFO | --Val 7/10
2023-06-28 02:34:21,948 | train | INFO | batch: 0/187 loss: 0.0013298484263941646
2023-06-28 02:35:11,785 | train | INFO | batch: 100/187 loss: 0.000130830958369188
2023-06-28 02:35:53,965 | train | INFO | Write row 7
2023-06-28 02:35:55,526 | train | INFO | Early stopper, counter 2/10, best:0.9904745989304813 -> now:0.9893048128342246
2023-06-28 02:35:55,526 | train | INFO | --Train 8/10
2023-06-28 02:36:05,260 | train | INFO | batch: 0/875 loss: 0.0009156761225312948
2023-06-28 02:37:29,801 | train | INFO | batch: 100/875 loss: 0.00012402729771565646
2023-06-28 02:38:54,567 | train | INFO | batch: 200/875 loss: 0.00027317050262354314
2023-06-28 02:40:20,206 | train | INFO | batch: 300/875 loss: 0.006018996238708496
2023-06-28 02:41:45,609 | train | INFO | batch: 400/875 loss: 0.004297406412661076
2023-06-28 02:43:10,393 | train | INFO | batch: 500/875 loss: 0.0001831572299124673
2023-06-28 02:44:36,318 | train | INFO | batch: 600/875 loss: 0.0007715660613030195
2023-06-28 02:46:00,792 | train | INFO | batch: 700/875 loss: 0.00031215426861308515
2023-06-28 02:47:24,846 | train | INFO | batch: 800/875 loss: 0.015356884337961674
2023-06-28 02:48:28,190 | train | INFO | --Val 8/10
2023-06-28 02:48:37,425 | train | INFO | batch: 0/187 loss: 0.0009876431431621313
2023-06-28 02:49:24,701 | train | INFO | batch: 100/187 loss: 0.002852314617484808
2023-06-28 02:50:06,697 | train | INFO | Write row 8
2023-06-28 02:50:08,321 | train | INFO | Early stopper, counter 3/10, best:0.9904745989304813 -> now:0.9876336898395722
2023-06-28 02:50:08,321 | train | INFO | --Train 9/10
2023-06-28 02:50:17,827 | train | INFO | batch: 0/875 loss: 0.00014224849292077124
2023-06-28 02:51:41,330 | train | INFO | batch: 100/875 loss: 0.0001348408404737711
2023-06-28 02:53:05,863 | train | INFO | batch: 200/875 loss: 0.0015419349074363708
2023-06-28 02:54:30,154 | train | INFO | batch: 300/875 loss: 6.265242700465024e-05
2023-06-28 02:55:56,372 | train | INFO | batch: 400/875 loss: 4.549561344902031e-05
2023-06-28 02:57:21,401 | train | INFO | batch: 500/875 loss: 0.003138878382742405
2023-06-28 02:58:45,658 | train | INFO | batch: 600/875 loss: 0.0006420547724701464
2023-06-28 03:00:09,674 | train | INFO | batch: 700/875 loss: 0.003286033635959029
2023-06-28 03:01:32,866 | train | INFO | batch: 800/875 loss: 0.09568572044372559
2023-06-28 03:02:35,926 | train | INFO | --Val 9/10
2023-06-28 03:02:45,145 | train | INFO | batch: 0/187 loss: 0.005501811858266592
2023-06-28 03:03:32,592 | train | INFO | batch: 100/187 loss: 0.016676723957061768
2023-06-28 03:04:14,688 | train | INFO | Write row 9
2023-06-28 03:04:16,754 | train | INFO | Early stopper, counter 4/10, best:0.9904745989304813 -> now:0.9831216577540107
2023-06-28 03:04:16,974 | train | INFO | Recorder, epoch 9 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230628_003906\model.pt
