2023-06-28 23:39:12,126 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230628_233912
2023-06-28 23:39:12,508 | train | INFO | Load data, train:28000 val:6000
2023-06-28 23:39:13,971 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-06-28 23:39:13,982 | train | INFO | --Train 0/1
2023-06-28 23:39:27,263 | train | INFO | batch: 0/3500 loss: 0.6927549839019775
2023-06-28 23:40:04,421 | train | INFO | batch: 100/3500 loss: 0.2292187660932541
2023-06-28 23:40:42,929 | train | INFO | batch: 200/3500 loss: 0.09141252934932709
2023-06-28 23:41:21,976 | train | INFO | batch: 300/3500 loss: 0.44716954231262207
2023-06-28 23:42:00,775 | train | INFO | batch: 400/3500 loss: 0.20669782161712646
2023-06-28 23:42:38,440 | train | INFO | batch: 500/3500 loss: 0.30090177059173584
2023-06-28 23:43:14,230 | train | INFO | batch: 600/3500 loss: 0.2473248839378357
2023-06-28 23:43:52,617 | train | INFO | batch: 700/3500 loss: 0.02364293299615383
2023-06-28 23:44:29,127 | train | INFO | batch: 800/3500 loss: 0.584801435470581
2023-06-28 23:45:06,805 | train | INFO | batch: 900/3500 loss: 0.059798307716846466
2023-06-28 23:45:45,573 | train | INFO | batch: 1000/3500 loss: 0.3618067800998688
2023-06-28 23:46:24,802 | train | INFO | batch: 1100/3500 loss: 0.3165937066078186
2023-06-28 23:47:02,585 | train | INFO | batch: 1200/3500 loss: 0.039162226021289825
2023-06-28 23:47:41,391 | train | INFO | batch: 1300/3500 loss: 0.03345698118209839
2023-06-28 23:48:18,347 | train | INFO | batch: 1400/3500 loss: 0.0034491359256207943
2023-06-28 23:48:56,579 | train | INFO | batch: 1500/3500 loss: 0.4925251603126526
2023-06-28 23:49:34,006 | train | INFO | batch: 1600/3500 loss: 0.08714482933282852
2023-06-28 23:50:12,360 | train | INFO | batch: 1700/3500 loss: 0.02421003393828869
2023-06-28 23:50:48,780 | train | INFO | batch: 1800/3500 loss: 0.21029379963874817
2023-06-28 23:51:24,778 | train | INFO | batch: 1900/3500 loss: 0.39179810881614685
2023-06-28 23:52:00,773 | train | INFO | batch: 2000/3500 loss: 0.6764124035835266
2023-06-28 23:52:36,980 | train | INFO | batch: 2100/3500 loss: 0.014883865602314472
2023-06-28 23:53:13,982 | train | INFO | batch: 2200/3500 loss: 0.02142421156167984
2023-06-28 23:53:49,813 | train | INFO | batch: 2300/3500 loss: 0.2647881507873535
2023-06-28 23:54:26,793 | train | INFO | batch: 2400/3500 loss: 0.026478001847863197
2023-06-28 23:55:02,985 | train | INFO | batch: 2500/3500 loss: 0.48258277773857117
2023-06-28 23:55:39,573 | train | INFO | batch: 2600/3500 loss: 0.17945663630962372
2023-06-28 23:56:16,834 | train | INFO | batch: 2700/3500 loss: 0.238526850938797
2023-06-28 23:56:56,017 | train | INFO | batch: 2800/3500 loss: 0.010915410704910755
2023-06-28 23:57:32,834 | train | INFO | batch: 2900/3500 loss: 0.020279405638575554
2023-06-28 23:58:11,210 | train | INFO | batch: 3000/3500 loss: 0.0010005033109337091
2023-06-28 23:58:49,055 | train | INFO | batch: 3100/3500 loss: 0.027574706822633743
2023-06-28 23:59:24,804 | train | INFO | batch: 3200/3500 loss: 0.1080431416630745
2023-06-29 00:00:00,535 | train | INFO | batch: 3300/3500 loss: 0.24659070372581482
2023-06-29 00:00:38,310 | train | INFO | batch: 3400/3500 loss: 0.00745571032166481
2023-06-29 00:01:18,168 | train | INFO | --Val 0/1
2023-06-29 00:01:27,568 | train | INFO | batch: 0/750 loss: 0.0013988800346851349
2023-06-29 00:01:41,640 | train | INFO | batch: 100/750 loss: 0.06667393445968628
2023-06-29 00:01:55,877 | train | INFO | batch: 200/750 loss: 0.005893545225262642
2023-06-29 00:02:10,784 | train | INFO | batch: 300/750 loss: 0.011248203925788403
2023-06-29 00:02:25,212 | train | INFO | batch: 400/750 loss: 0.0007924414239823818
2023-06-29 00:02:40,195 | train | INFO | batch: 500/750 loss: 0.000855063262861222
2023-06-29 00:02:54,769 | train | INFO | batch: 600/750 loss: 0.000756326480768621
2023-06-29 00:03:09,177 | train | INFO | batch: 700/750 loss: 0.030072104185819626
2023-06-29 00:03:17,502 | train | INFO | Write row 0
2023-06-29 00:03:18,965 | train | INFO | Early stopper, counter 0/10, best:0.986 -> now:0.986
2023-06-29 00:03:18,965 | train | INFO | Set counter as 0
2023-06-29 00:03:18,965 | train | INFO | Update best score as 0.986
2023-06-29 00:03:19,599 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230628_233912\model.pt
