2023-07-05 15:38:22,957 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230705_153822
2023-07-05 15:38:23,869 | train | INFO | Load data, train:108201 val:4008
2023-07-05 15:38:26,766 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-07-05 15:38:26,776 | train | INFO | --Train 0/10
2023-07-05 15:38:42,909 | train | INFO | batch: 0/3381 loss: 2.3810360431671143
2023-07-05 15:40:58,695 | train | INFO | batch: 100/3381 loss: 0.04940447211265564
2023-07-05 15:43:16,813 | train | INFO | batch: 200/3381 loss: 0.06583699584007263
2023-07-05 15:45:36,613 | train | INFO | batch: 300/3381 loss: 0.05254465714097023
2023-07-05 15:47:52,581 | train | INFO | batch: 400/3381 loss: 0.08244705200195312
2023-07-05 15:50:08,749 | train | INFO | batch: 500/3381 loss: 0.09923689067363739
2023-07-05 15:52:27,894 | train | INFO | batch: 600/3381 loss: 0.08035030961036682
2023-07-05 15:54:44,156 | train | INFO | batch: 700/3381 loss: 0.022165236994624138
2023-07-05 15:57:04,906 | train | INFO | batch: 800/3381 loss: 0.19115892052650452
2023-07-05 15:59:21,768 | train | INFO | batch: 900/3381 loss: 0.011936016380786896
2023-07-05 16:01:41,537 | train | INFO | batch: 1000/3381 loss: 0.09822671115398407
2023-07-05 16:04:05,096 | train | INFO | batch: 1100/3381 loss: 0.014550666324794292
2023-07-05 16:06:24,099 | train | INFO | batch: 1200/3381 loss: 0.11712444573640823
2023-07-05 16:08:43,273 | train | INFO | batch: 1300/3381 loss: 0.014380361884832382
2023-07-05 16:11:01,321 | train | INFO | batch: 1400/3381 loss: 0.14700672030448914
2023-07-05 16:13:24,630 | train | INFO | batch: 1500/3381 loss: 0.014183071441948414
2023-07-05 16:15:45,515 | train | INFO | batch: 1600/3381 loss: 0.010817772708833218
2023-07-05 16:18:07,028 | train | INFO | batch: 1700/3381 loss: 0.02323877066373825
2023-07-05 16:20:25,191 | train | INFO | batch: 1800/3381 loss: 0.09332811832427979
2023-07-05 16:22:45,330 | train | INFO | batch: 1900/3381 loss: 0.10008585453033447
2023-07-05 16:25:03,164 | train | INFO | batch: 2000/3381 loss: 0.06943000853061676
2023-07-05 16:27:16,586 | train | INFO | batch: 2100/3381 loss: 0.004499242641031742
2023-07-05 16:29:31,641 | train | INFO | batch: 2200/3381 loss: 0.008773032575845718
2023-07-05 16:31:47,855 | train | INFO | batch: 2300/3381 loss: 0.03383937478065491
2023-07-05 16:34:11,082 | train | INFO | batch: 2400/3381 loss: 0.025823086500167847
2023-07-05 16:36:28,290 | train | INFO | batch: 2500/3381 loss: 0.023188447579741478
2023-07-05 16:38:50,987 | train | INFO | batch: 2600/3381 loss: 0.0733889788389206
2023-07-05 16:41:09,770 | train | INFO | batch: 2700/3381 loss: 0.1145210862159729
2023-07-05 16:43:31,955 | train | INFO | batch: 2800/3381 loss: 0.0056438446044921875
2023-07-05 16:45:49,211 | train | INFO | batch: 2900/3381 loss: 0.07479217648506165
