2023-06-27 10:29:07,263 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230627_102907
2023-06-27 10:29:07,583 | train | INFO | Load data, train:14000 val:6000
2023-06-27 10:29:09,196 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 10
2023-06-27 10:29:09,205 | train | INFO | --Train 0/50
2023-06-27 10:29:21,776 | train | INFO | batch: 0/437 loss: 0.00010794607078423724
2023-06-27 10:30:08,221 | train | INFO | batch: 100/437 loss: 0.0005116073880344629
2023-06-27 10:30:56,046 | train | INFO | batch: 200/437 loss: 0.0008733575232326984
2023-06-27 10:31:43,336 | train | INFO | batch: 300/437 loss: 0.0999566987156868
2023-06-27 10:32:31,686 | train | INFO | batch: 400/437 loss: 0.00142147415317595
2023-06-27 10:32:50,067 | train | INFO | --Val 0/50
2023-06-27 10:32:59,888 | train | INFO | batch: 0/187 loss: 0.15138393640518188
2023-06-27 10:33:47,952 | train | INFO | batch: 100/187 loss: 0.24318638443946838
2023-06-27 10:34:30,461 | train | INFO | Write row 0
2023-06-27 10:34:31,956 | train | INFO | Early stopper, counter 0/10, best:0.9717580213903744 -> now:0.9717580213903744
2023-06-27 10:34:31,956 | train | INFO | Set counter as 0
2023-06-27 10:34:31,957 | train | INFO | Update best score as 0.9717580213903744
2023-06-27 10:34:32,187 | train | INFO | Recorder, epoch 0 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230627_102907\model.pt
2023-06-27 10:34:32,188 | train | INFO | --Train 1/50
2023-06-27 10:34:40,951 | train | INFO | batch: 0/437 loss: 2.8648157694988186e-06
2023-06-27 10:35:26,742 | train | INFO | batch: 100/437 loss: 0.00013549435243476182
2023-06-27 10:36:14,659 | train | INFO | batch: 200/437 loss: 0.00016058544861152768
2023-06-27 10:37:01,311 | train | INFO | batch: 300/437 loss: 0.004492513835430145
2023-06-27 10:37:47,550 | train | INFO | batch: 400/437 loss: 6.2139970395946875e-06
2023-06-27 10:38:05,733 | train | INFO | --Val 1/50
2023-06-27 10:38:15,622 | train | INFO | batch: 0/187 loss: 0.047517187893390656
2023-06-27 10:39:01,618 | train | INFO | batch: 100/187 loss: 0.15481148660182953
2023-06-27 10:39:43,017 | train | INFO | Write row 1
2023-06-27 10:39:44,312 | train | INFO | Early stopper, counter 1/10, best:0.9717580213903744 -> now:0.963903743315508
2023-06-27 10:39:44,328 | train | INFO | --Train 2/50
2023-06-27 10:39:53,081 | train | INFO | batch: 0/437 loss: 0.00029306794749572873
2023-06-27 10:40:39,119 | train | INFO | batch: 100/437 loss: 0.0005019152304157615
2023-06-27 10:41:24,812 | train | INFO | batch: 200/437 loss: 0.005001142621040344
2023-06-27 10:42:11,142 | train | INFO | batch: 300/437 loss: 0.16935503482818604
2023-06-27 10:42:57,968 | train | INFO | batch: 400/437 loss: 0.0015721293166279793
2023-06-27 10:43:15,683 | train | INFO | --Val 2/50
2023-06-27 10:43:24,297 | train | INFO | batch: 0/187 loss: 0.15132538974285126
2023-06-27 10:44:11,119 | train | INFO | batch: 100/187 loss: 0.028368841856718063
2023-06-27 10:44:52,315 | train | INFO | Write row 2
2023-06-27 10:44:53,671 | train | INFO | Early stopper, counter 2/10, best:0.9717580213903744 -> now:0.9714237967914439
2023-06-27 10:44:53,671 | train | INFO | --Train 3/50
2023-06-27 10:45:02,558 | train | INFO | batch: 0/437 loss: 0.00020084003335796297
2023-06-27 10:45:48,057 | train | INFO | batch: 100/437 loss: 2.3016853447188623e-05
2023-06-27 10:46:33,839 | train | INFO | batch: 200/437 loss: 0.007421307265758514
2023-06-27 10:47:20,326 | train | INFO | batch: 300/437 loss: 0.0003844328166451305
2023-06-27 10:48:06,508 | train | INFO | batch: 400/437 loss: 2.6934324068861315e-06
2023-06-27 10:48:24,444 | train | INFO | --Val 3/50
2023-06-27 10:48:33,427 | train | INFO | batch: 0/187 loss: 0.17670968174934387
2023-06-27 10:49:19,808 | train | INFO | batch: 100/187 loss: 0.007347005885094404
2023-06-27 10:50:00,988 | train | INFO | Write row 3
2023-06-27 10:50:02,431 | train | INFO | Early stopper, counter 0/10, best:0.9725935828877005 -> now:0.9725935828877005
2023-06-27 10:50:02,431 | train | INFO | Set counter as 0
2023-06-27 10:50:02,431 | train | INFO | Update best score as 0.9725935828877005
2023-06-27 10:50:02,653 | train | INFO | Recorder, epoch 3 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230627_102907\model.pt
2023-06-27 10:50:02,653 | train | INFO | --Train 4/50
2023-06-27 10:50:11,448 | train | INFO | batch: 0/437 loss: 3.669418333629437e-07
2023-06-27 10:50:56,313 | train | INFO | batch: 100/437 loss: 0.0002689652901608497
2023-06-27 10:51:42,628 | train | INFO | batch: 200/437 loss: 5.3011623094789684e-05
2023-06-27 10:52:28,562 | train | INFO | batch: 300/437 loss: 1.8384581608188455e-06
